code_module,code_presentation,id_student,total_days_studied
CCC,2014B,578823,25
CCC,2014B,578850,16
CCC,2014B,578958,66
CCC,2014B,579027,2
CCC,2014B,579321,1
CCC,2014B,579340,18
CCC,2014B,579343,65
CCC,2014B,579372,19
CCC,2014B,579550,26
CCC,2014B,580477,12
CCC,2014B,580511,14
CCC,2014B,580525,55
CCC,2014B,580689,11
CCC,2014B,580722,5
CCC,2014B,580768,17
CCC,2014B,580779,52
CCC,2014B,581123,25
CCC,2014B,581328,12
CCC,2014B,581611,27
CCC,2014B,581614,28
CCC,2014B,581744,13
CCC,2014B,582087,69
CCC,2014B,582108,28
CCC,2014B,582723,9
CCC,2014B,582827,12
CCC,2014B,582879,48
CCC,2014B,582950,39
CCC,2014B,583032,40
CCC,2014B,583052,61
CCC,2014B,583192,39
CCC,2014B,583238,12
CCC,2014B,583906,53
CCC,2014B,584077,16
CCC,2014B,584191,56
CCC,2014B,584446,15
CCC,2014B,584468,21
CCC,2014B,584771,26
CCC,2014B,584940,70
CCC,2014B,585011,11
CCC,2014B,585057,20
CCC,2014B,585093,76
CCC,2014B,585383,24
CCC,2014B,585393,106
CCC,2014B,585397,50
CCC,2014B,585433,7
CCC,2014B,585455,37
CCC,2014B,585464,11
CCC,2014B,585681,12
CCC,2014B,585695,23
CCC,2014B,585709,75
CCC,2014B,585769,27
CCC,2014B,585900,22
CCC,2014B,586132,9
CCC,2014B,586436,13
CCC,2014B,586473,7
CCC,2014B,586526,8
CCC,2014B,586716,23
CCC,2014B,586921,23
CCC,2014B,586962,8
CCC,2014B,587122,7
CCC,2014B,587585,4
CCC,2014B,587621,21
CCC,2014B,587783,57
CCC,2014B,587884,1
CCC,2014B,587906,80
CCC,2014B,587911,44
CCC,2014B,588125,25
CCC,2014B,588219,26
CCC,2014B,588274,82
CCC,2014B,588402,35
CCC,2014B,588430,29
CCC,2014B,588460,51
CCC,2014B,588464,8
CCC,2014B,588473,30
CCC,2014B,588524,17
CCC,2014B,588590,12
CCC,2014B,588676,31
CCC,2014B,588707,31
CCC,2014B,588710,9
CCC,2014B,588846,13
CCC,2014B,588956,12
CCC,2014B,589327,15
CCC,2014B,589390,61
CCC,2014B,589525,42
CCC,2014B,589722,6
CCC,2014B,589894,18
CCC,2014B,590072,1
CCC,2014B,590626,9
CCC,2014B,590699,6
CCC,2014B,590762,19
CCC,2014B,590877,19
CCC,2014B,590914,17
CCC,2014B,590961,21
CCC,2014B,590974,16
CCC,2014B,591375,23
CCC,2014B,591388,59
CCC,2014B,591566,21
CCC,2014B,591619,16
CCC,2014B,591655,17
CCC,2014B,591719,1
CCC,2014B,591738,20
CCC,2014B,591958,32
CCC,2014B,592007,34
CCC,2014B,592051,64
CCC,2014B,592093,30
CCC,2014B,592151,20
CCC,2014B,592158,21
CCC,2014B,592259,23
CCC,2014B,592407,8
CCC,2014B,592609,41
CCC,2014B,592775,63
CCC,2014B,592776,49
CCC,2014B,592842,2
CCC,2014B,592876,3
CCC,2014B,592939,40
CCC,2014B,592961,50
CCC,2014B,592976,30
CCC,2014B,593071,17
CCC,2014B,593103,27
CCC,2014B,593123,34
CCC,2014B,593305,37
CCC,2014B,593787,4
CCC,2014B,593823,95
CCC,2014B,593972,26
CCC,2014B,593995,49
CCC,2014B,594044,54
CCC,2014B,594052,7
CCC,2014B,594111,6
CCC,2014B,594157,68
CCC,2014B,594193,5
CCC,2014B,594199,30
CCC,2014B,594246,10
CCC,2014B,594326,2
CCC,2014B,594371,27
CCC,2014B,595164,21
CCC,2014B,595182,75
CCC,2014B,595189,60
CCC,2014B,595356,12
CCC,2014B,595492,13
CCC,2014B,595514,40
CCC,2014B,595659,26
CCC,2014B,595685,15
CCC,2014B,595781,34
CCC,2014B,595797,23
CCC,2014B,595847,16
CCC,2014B,595986,30
CCC,2014B,595992,10
CCC,2014B,596035,29
CCC,2014B,596157,66
CCC,2014B,596321,1
CCC,2014B,596432,1
CCC,2014B,596731,70
CCC,2014B,596903,13
CCC,2014B,596947,17
CCC,2014B,597363,14
CCC,2014B,597403,22
CCC,2014B,597817,1
CCC,2014B,597926,24
CCC,2014B,598074,20
CCC,2014B,598113,22
CCC,2014B,598321,37
CCC,2014B,598662,18
CCC,2014B,598860,95
CCC,2014B,599263,16
CCC,2014B,599275,22
CCC,2014B,599542,15
CCC,2014B,599615,3
CCC,2014B,599857,71
CCC,2014B,599893,5
CCC,2014B,599902,6
CCC,2014B,599937,12
CCC,2014B,599942,10
CCC,2014B,599958,62
CCC,2014B,600073,68
CCC,2014B,600094,10
CCC,2014B,600142,19
CCC,2014B,600181,6
CCC,2014B,600335,48
CCC,2014B,600436,13
CCC,2014B,600509,10
CCC,2014B,600547,65
CCC,2014B,600632,70
CCC,2014B,600814,13
CCC,2014B,600938,24
CCC,2014B,600945,45
CCC,2014B,600975,17
CCC,2014B,600987,37
CCC,2014B,601021,15
CCC,2014B,601175,12
CCC,2014B,601224,36
CCC,2014B,601550,29
CCC,2014B,601731,1
CCC,2014B,601757,20
CCC,2014B,601872,43
CCC,2014B,601949,28
CCC,2014B,602030,43
CCC,2014B,602042,30
CCC,2014B,602107,22
CCC,2014B,602133,57
CCC,2014B,602150,2
CCC,2014B,602269,15
CCC,2014B,602398,14
CCC,2014B,602585,16
CCC,2014B,602703,24
CCC,2014B,602718,29
CCC,2014B,602891,9
CCC,2014B,602902,21
CCC,2014B,602913,18
CCC,2014B,603222,10
CCC,2014B,603477,34
CCC,2014B,603498,4
CCC,2014B,603639,60
CCC,2014B,603791,2
CCC,2014B,603832,44
CCC,2014B,603859,41
CCC,2014B,604164,68
CCC,2014B,604517,46
CCC,2014B,604571,18
CCC,2014B,604643,4
CCC,2014B,604655,4
CCC,2014B,604723,4
CCC,2014B,604906,6
CCC,2014B,604997,29
CCC,2014B,605144,25
CCC,2014B,605180,16
CCC,2014B,605266,39
CCC,2014B,605571,85
CCC,2014B,605688,29
CCC,2014B,605703,43
CCC,2014B,606127,14
CCC,2014B,606206,31
CCC,2014B,606282,21
CCC,2014B,606350,5
CCC,2014B,606444,32
CCC,2014B,606665,35
CCC,2014B,606724,34
CCC,2014B,606828,6
CCC,2014B,606930,7
CCC,2014B,607052,22
CCC,2014B,607061,24
CCC,2014B,607411,13
CCC,2014B,607636,35
CCC,2014B,607835,32
CCC,2014B,607927,26
CCC,2014B,607966,4
CCC,2014B,608130,56
CCC,2014B,608152,18
CCC,2014B,608243,8
CCC,2014B,608464,27
CCC,2014B,608472,18
CCC,2014B,608504,22
CCC,2014B,608577,21
CCC,2014B,608643,9
CCC,2014B,608735,28
CCC,2014B,608750,6
CCC,2014B,608753,21
CCC,2014B,608904,40
CCC,2014B,608923,2
CCC,2014B,609025,26
CCC,2014B,609045,29
CCC,2014B,609192,19
CCC,2014B,609229,96
CCC,2014B,609241,1
CCC,2014B,609383,13
CCC,2014B,609450,2
CCC,2014B,609489,13
CCC,2014B,609515,39
CCC,2014B,609602,32
CCC,2014B,609645,34
CCC,2014B,610099,36
CCC,2014B,610158,3
CCC,2014B,610287,24
CCC,2014B,610391,59
CCC,2014B,610575,44
CCC,2014B,610577,5
CCC,2014B,610718,1
CCC,2014B,611062,11
CCC,2014B,611176,39
CCC,2014B,611260,30
CCC,2014B,611402,31
CCC,2014B,611865,4
CCC,2014B,612023,18
CCC,2014B,612119,21
CCC,2014B,612287,3
CCC,2014B,612381,26
CCC,2014B,612397,7
CCC,2014B,612644,19
CCC,2014B,612673,5
CCC,2014B,612814,55
CCC,2014B,612882,13
CCC,2014B,613116,2
CCC,2014B,613133,50
CCC,2014B,613280,2
CCC,2014B,613310,26
CCC,2014B,613387,4
CCC,2014B,613417,5
CCC,2014B,613441,5
CCC,2014B,613461,36
CCC,2014B,613501,40
CCC,2014B,614059,32
CCC,2014B,614263,7
CCC,2014B,614345,3
CCC,2014B,614477,44
CCC,2014B,614733,13
CCC,2014B,614804,27
CCC,2014B,614844,69
CCC,2014B,614952,10
CCC,2014B,615031,38
CCC,2014B,615229,57
CCC,2014B,615246,16
CCC,2014B,615249,24
CCC,2014B,615321,5
CCC,2014B,615407,10
CCC,2014B,615437,62
CCC,2014B,616334,25
CCC,2014B,616407,35
CCC,2014B,616831,23
CCC,2014B,617186,1
CCC,2014B,617331,8
CCC,2014B,617348,37
CCC,2014B,617355,88
CCC,2014B,617365,21
CCC,2014B,617416,19
CCC,2014B,617781,29
CCC,2014B,617898,5
CCC,2014B,617925,6
CCC,2014B,617942,40
CCC,2014B,618002,14
CCC,2014B,618096,29
CCC,2014B,618129,44
CCC,2014B,618279,16
CCC,2014B,618571,48
CCC,2014B,618606,37
CCC,2014B,618619,5
CCC,2014B,618665,16
CCC,2014B,618679,21
CCC,2014B,618824,54
CCC,2014B,618861,24
CCC,2014B,619006,9
CCC,2014B,619014,29
CCC,2014B,619303,60
CCC,2014B,619447,31
CCC,2014B,619870,56
CCC,2014B,620148,37
CCC,2014B,620215,12
CCC,2014B,620266,13
CCC,2014B,620356,1
CCC,2014B,620368,52
CCC,2014B,620369,53
CCC,2014B,620376,1
CCC,2014B,620440,4
CCC,2014B,620485,20
CCC,2014B,620646,25
CCC,2014B,620876,26
CCC,2014B,620897,33
CCC,2014B,620918,3
CCC,2014B,620935,2
CCC,2014B,620974,24
CCC,2014B,620977,26
CCC,2014B,621401,1
CCC,2014B,621619,1
CCC,2014B,621655,13
CCC,2014B,621656,42
CCC,2014B,621807,13
CCC,2014B,622215,17
CCC,2014B,622302,27
CCC,2014B,622368,27
CCC,2014B,622386,69
CCC,2014B,622398,2
CCC,2014B,622652,72
CCC,2014B,622753,20
CCC,2014B,622773,68
CCC,2014B,622787,71
CCC,2014B,622804,8
CCC,2014B,622948,23
CCC,2014B,623052,96
CCC,2014B,623250,27
CCC,2014B,623290,19
CCC,2014B,623347,21
CCC,2014B,623421,24
CCC,2014B,623456,13
CCC,2014B,623511,1
CCC,2014B,623562,18
CCC,2014B,623605,19
CCC,2014B,623609,16
CCC,2014B,623667,29
CCC,2014B,623707,18
CCC,2014B,623732,64
CCC,2014B,623738,20
CCC,2014B,623780,25
CCC,2014B,623786,1
CCC,2014B,623797,63
CCC,2014B,624039,2
CCC,2014B,624060,105
CCC,2014B,624126,14
CCC,2014B,624127,35
CCC,2014B,624134,18
CCC,2014B,624164,39
CCC,2014B,624441,18
CCC,2014B,624445,57
CCC,2014B,624483,48
CCC,2014B,624591,39
CCC,2014B,624593,1
CCC,2014B,624765,6
CCC,2014B,624782,30
CCC,2014B,624810,8
CCC,2014B,624875,46
CCC,2014B,624970,30
CCC,2014B,625014,74
CCC,2014B,625028,19
CCC,2014B,625077,54
CCC,2014B,625078,51
CCC,2014B,625108,16
CCC,2014B,625121,4
CCC,2014B,625128,11
CCC,2014B,625207,8
CCC,2014B,625213,10
CCC,2014B,625330,29
CCC,2014B,625423,24
CCC,2014B,625453,41
CCC,2014B,625476,64
CCC,2014B,625517,13
CCC,2014B,625527,46
CCC,2014B,625552,47
CCC,2014B,625574,50
CCC,2014B,625614,72
CCC,2014B,625684,30
CCC,2014B,625714,17
CCC,2014B,625740,28
CCC,2014B,625745,82
CCC,2014B,625782,54
CCC,2014B,625790,28
CCC,2014B,625793,4
CCC,2014B,625822,33
CCC,2014B,625838,57
CCC,2014B,625841,21
CCC,2014B,625950,5
CCC,2014B,625953,45
CCC,2014B,625975,18
CCC,2014B,626055,25
CCC,2014B,626173,8
CCC,2014B,626183,23
CCC,2014B,626252,58
CCC,2014B,626417,24
CCC,2014B,626438,2
CCC,2014B,626444,11
CCC,2014B,626501,11
CCC,2014B,626516,10
CCC,2014B,626614,35
CCC,2014B,626712,4
CCC,2014B,626714,12
CCC,2014B,626763,58
CCC,2014B,626772,5
CCC,2014B,626857,21
CCC,2014B,626862,56
CCC,2014B,626877,38
CCC,2014B,626906,11
CCC,2014B,626930,13
CCC,2014B,626998,26
CCC,2014B,627066,12
CCC,2014B,627136,32
CCC,2014B,627160,1
CCC,2014B,627168,15
CCC,2014B,627176,8
CCC,2014B,627253,26
CCC,2014B,627307,17
CCC,2014B,627343,44
CCC,2014B,627348,22
CCC,2014B,627374,20
CCC,2014B,627386,16
CCC,2014B,627387,15
CCC,2014B,627399,41
CCC,2014B,627435,14
CCC,2014B,627500,11
CCC,2014B,627520,9
CCC,2014B,627632,3
CCC,2014B,627635,5
CCC,2014B,627636,13
CCC,2014B,627691,42
CCC,2014B,627711,37
CCC,2014B,627747,21
CCC,2014B,627750,18
CCC,2014B,627784,25
CCC,2014B,627907,11
CCC,2014B,627933,28
CCC,2014B,627947,39
CCC,2014B,628022,1
CCC,2014B,628029,38
CCC,2014B,628086,53
CCC,2014B,628090,13
CCC,2014B,628122,14
CCC,2014B,628157,52
CCC,2014B,628214,6
CCC,2014B,628293,40
CCC,2014B,628366,12
CCC,2014B,628383,67
CCC,2014B,628506,30
CCC,2014B,628527,32
CCC,2014B,628565,52
CCC,2014B,628575,21
CCC,2014B,628663,22
CCC,2014B,628725,4
CCC,2014B,628771,18
CCC,2014B,628846,10
CCC,2014B,628938,5
CCC,2014B,629081,10
CCC,2014B,629164,74
CCC,2014B,629270,32
CCC,2014B,629342,45
CCC,2014B,629500,14
CCC,2014B,629560,25
CCC,2014B,629613,8
CCC,2014B,629623,2
CCC,2014B,629628,6
CCC,2014B,629632,1
CCC,2014B,629654,25
CCC,2014B,629692,3
CCC,2014B,629694,7
CCC,2014B,629696,37
CCC,2014B,629710,62
CCC,2014B,629766,28
CCC,2014B,629773,21
CCC,2014B,629798,23
CCC,2014B,629862,48
CCC,2014B,629887,2
CCC,2014B,629890,10
CCC,2014B,629906,7
CCC,2014B,629936,18
CCC,2014B,630005,32
CCC,2014B,630012,18
CCC,2014B,630047,70
CCC,2014B,630086,26
CCC,2014B,630152,19
CCC,2014B,630157,36
CCC,2014B,630178,34
CCC,2014B,630200,19
CCC,2014B,630211,30
CCC,2014B,630449,36
CCC,2014B,630471,5
CCC,2014B,630514,1
CCC,2014B,630531,1
CCC,2014B,630540,42
CCC,2014B,630573,25
CCC,2014B,630585,46
CCC,2014B,630606,43
CCC,2014B,630613,48
CCC,2014B,630635,29
CCC,2014B,630657,8
CCC,2014B,630730,46
CCC,2014B,630825,8
CCC,2014B,630888,11
CCC,2014B,630896,34
CCC,2014B,630912,43
CCC,2014B,631038,8
CCC,2014B,631044,74
CCC,2014B,631051,1
CCC,2014B,631075,51
CCC,2014B,631122,20
CCC,2014B,631216,38
CCC,2014B,631300,6
CCC,2014B,631334,29
CCC,2014B,631453,45
CCC,2014B,631455,71
CCC,2014B,631473,77
CCC,2014B,631583,38
CCC,2014B,631655,29
CCC,2014B,631699,33
CCC,2014B,631715,33
CCC,2014B,631770,2
CCC,2014B,631772,94
CCC,2014B,631850,31
CCC,2014B,631925,27
CCC,2014B,631929,4
CCC,2014B,631981,14
CCC,2014B,632017,48
CCC,2014B,632037,8
CCC,2014B,632074,46
CCC,2014B,632107,21
CCC,2014B,632111,23
CCC,2014B,632114,2
CCC,2014B,632133,21
CCC,2014B,632134,9
CCC,2014B,632135,9
CCC,2014B,632190,26
CCC,2014B,632242,5
CCC,2014B,632312,19
CCC,2014B,632313,30
CCC,2014B,632459,37
CCC,2014B,632486,3
CCC,2014B,632487,2
CCC,2014B,632506,85
CCC,2014B,632546,27
CCC,2014B,632554,62
CCC,2014B,632571,13
CCC,2014B,632597,9
CCC,2014B,632637,8
CCC,2014B,632641,10
CCC,2014B,632691,47
CCC,2014B,632780,1
CCC,2014B,632836,18
CCC,2014B,632856,26
CCC,2014B,632889,1
CCC,2014B,632900,17
CCC,2014B,633071,37
CCC,2014B,633112,54
CCC,2014B,633178,48
CCC,2014B,633240,2
CCC,2014B,633243,22
CCC,2014B,633250,80
CCC,2014B,633256,50
CCC,2014B,633270,40
CCC,2014B,633281,23
CCC,2014B,633310,24
CCC,2014B,633330,9
CCC,2014B,633341,26
CCC,2014B,633384,21
CCC,2014B,633395,14
CCC,2014B,633432,12
CCC,2014B,633447,32
CCC,2014B,633455,14
CCC,2014B,633460,17
CCC,2014B,633493,52
CCC,2014B,633527,7
CCC,2014B,633637,11
CCC,2014B,633679,33
CCC,2014B,633695,49
CCC,2014B,633716,17
CCC,2014B,633722,87
CCC,2014B,633857,74
CCC,2014B,633859,14
CCC,2014B,633913,6
CCC,2014B,633942,34
CCC,2014B,633998,21
CCC,2014B,634040,25
CCC,2014B,634057,5
CCC,2014B,634128,11
CCC,2014B,634157,50
CCC,2014B,634167,31
CCC,2014B,634176,6
CCC,2014B,634216,39
CCC,2014B,634217,24
CCC,2014B,634241,61
CCC,2014B,634279,9
CCC,2014B,634349,8
CCC,2014B,634414,21
CCC,2014B,634433,22
CCC,2014B,634500,22
CCC,2014B,634507,40
CCC,2014B,634512,32
CCC,2014B,634523,5
CCC,2014B,634570,47
CCC,2014B,634578,56
CCC,2014B,634589,13
CCC,2014B,634618,42
CCC,2014B,634649,23
CCC,2014B,634671,27
CCC,2014B,634737,9
CCC,2014B,634744,18
CCC,2014B,634816,20
CCC,2014B,634853,34
CCC,2014B,634862,32
CCC,2014B,634878,41
CCC,2014B,635034,35
CCC,2014B,635041,28
CCC,2014B,635043,28
CCC,2014B,635109,30
CCC,2014B,635416,84
CCC,2014B,635515,22
CCC,2014B,856294,26
CCC,2014B,917586,35
CCC,2014B,925553,24
CCC,2014B,949548,48
CCC,2014B,984619,52
CCC,2014B,992544,39
CCC,2014B,1038161,18
CCC,2014B,1047645,5
CCC,2014B,1057883,16
CCC,2014B,1073766,26
CCC,2014B,1087710,27
CCC,2014B,1095916,69
CCC,2014B,1100639,33
CCC,2014B,1106724,15
CCC,2014B,1115623,23
CCC,2014B,1187586,29
CCC,2014B,1268772,25
CCC,2014B,1270832,66
CCC,2014B,1307784,16
CCC,2014B,1311171,42
CCC,2014B,1416784,17
CCC,2014B,1440467,99
CCC,2014B,1442991,33
CCC,2014B,1462676,4
CCC,2014B,1464952,5
CCC,2014B,1468838,10
CCC,2014B,1470291,9
CCC,2014B,1474869,86
CCC,2014B,1493739,42
CCC,2014B,1534494,51
CCC,2014B,1541906,4
CCC,2014B,1551895,16
CCC,2014B,1560205,17
CCC,2014B,1561431,54
CCC,2014B,1568828,62
CCC,2014B,1591013,30
CCC,2014B,1619251,6
CCC,2014B,1632487,40
CCC,2014B,1638548,3
CCC,2014B,1644328,17
CCC,2014B,1668504,39
CCC,2014B,1671811,40
CCC,2014B,1672690,4
CCC,2014B,1673876,38
CCC,2014B,1678014,14
CCC,2014B,1678800,28
CCC,2014B,1691815,46
CCC,2014B,1694780,41
CCC,2014B,1715237,38
CCC,2014B,1739026,24
CCC,2014B,1750405,5
CCC,2014B,1753458,44
CCC,2014B,1763378,20
CCC,2014B,1769985,31
CCC,2014B,1774071,42
CCC,2014B,1780737,13
CCC,2014B,1781834,88
CCC,2014B,1828112,3
CCC,2014B,1841267,30
CCC,2014B,1848820,38
CCC,2014B,1855583,26
CCC,2014B,1876636,75
CCC,2014B,1877015,33
CCC,2014B,1888343,91
CCC,2014B,1891323,48
CCC,2014B,1894419,22
CCC,2014B,1896088,11
CCC,2014B,1906919,50
CCC,2014B,1911513,19
CCC,2014B,1922200,57
CCC,2014B,1924641,29
CCC,2014B,1930146,44
CCC,2014B,1930644,16
CCC,2014B,1937511,19
CCC,2014B,1942999,22
CCC,2014B,1945240,32
CCC,2014B,1947911,42
CCC,2014B,1951080,66
CCC,2014B,1951139,58
CCC,2014B,1969407,29
CCC,2014B,1997164,16
CCC,2014B,2008262,8
CCC,2014B,2016517,16
CCC,2014B,2030117,14
CCC,2014B,2032058,34
CCC,2014B,2044299,39
CCC,2014B,2047421,47
CCC,2014B,2049668,22
CCC,2014B,2056643,34
CCC,2014B,2063578,109
CCC,2014B,2064873,72
CCC,2014B,2066504,8
CCC,2014B,2080916,1
CCC,2014B,2087182,42
CCC,2014B,2088765,109
CCC,2014B,2096918,10
CCC,2014B,2109119,41
CCC,2014B,2110039,10
CCC,2014B,2113778,15
CCC,2014B,2131908,23
CCC,2014B,2134237,16
CCC,2014B,2134304,11
CCC,2014B,2139037,38
CCC,2014B,2142662,16
CCC,2014B,2146277,18
CCC,2014B,2147620,65
CCC,2014B,2147713,54
CCC,2014B,2148297,1
CCC,2014B,2156058,13
CCC,2014B,2171264,14
CCC,2014B,2171834,37
CCC,2014B,2178929,52
CCC,2014B,2187422,31
CCC,2014B,2188680,1
CCC,2014B,2202076,16
CCC,2014B,2211797,46
CCC,2014B,2213982,20
CCC,2014B,2236538,11
CCC,2014B,2238904,16
CCC,2014B,2239848,48
CCC,2014B,2241036,16
CCC,2014B,2247222,27
CCC,2014B,2252437,14
CCC,2014B,2258228,12
CCC,2014B,2289032,14
CCC,2014B,2298895,29
CCC,2014B,2327710,33
CCC,2014B,2329539,8
CCC,2014B,2341839,36
CCC,2014B,2343809,13
CCC,2014B,2347802,51
CCC,2014B,2358707,38
CCC,2014B,2367058,30
CCC,2014B,2374376,3
CCC,2014B,2375259,15
CCC,2014B,2384687,23
CCC,2014B,2389754,17
CCC,2014B,2391004,16
CCC,2014B,2410459,19
CCC,2014B,2410519,48
CCC,2014B,2418732,33
CCC,2014B,2419115,35
CCC,2014B,2421961,9
CCC,2014B,2433069,43
CCC,2014B,2433221,70
CCC,2014B,2436400,8
CCC,2014B,2446778,8
CCC,2014B,2447528,42
CCC,2014B,2451726,14
CCC,2014B,2454878,26
CCC,2014B,2471283,23
CCC,2014B,2473058,10
CCC,2014B,2478799,14
CCC,2014B,2486769,24
CCC,2014B,2488382,16
CCC,2014B,2488713,13
CCC,2014B,2493107,7
CCC,2014B,2494507,25
CCC,2014B,2498388,42
CCC,2014B,2503063,21
CCC,2014B,2513997,7
CCC,2014B,2517778,9
CCC,2014B,2522932,79
CCC,2014B,2526493,55
CCC,2014B,2529663,10
CCC,2014B,2545113,54
CCC,2014B,2548877,84
CCC,2014B,2555596,37
CCC,2014B,2556060,58
CCC,2014B,2558365,25
CCC,2014B,2564333,20
CCC,2014B,2564711,35
CCC,2014B,2567038,23
CCC,2014B,2569090,31
CCC,2014B,2569834,17
CCC,2014B,2569912,1
CCC,2014B,2577091,15
CCC,2014B,2581603,48
CCC,2014B,2588201,45
CCC,2014B,2598913,32
CCC,2014B,2602235,9
CCC,2014B,2602264,17
CCC,2014B,2603195,23
CCC,2014B,2604856,2
CCC,2014B,2605030,3
CCC,2014B,2607849,66
CCC,2014B,2609908,27
CCC,2014B,2613331,44
CCC,2014B,2615849,19
CCC,2014B,2616950,23
CCC,2014B,2617635,6
CCC,2014B,2620636,16
CCC,2014B,2621379,6
CCC,2014B,2621734,4
CCC,2014B,2623263,73
CCC,2014B,2629436,53
CCC,2014B,2631703,21
CCC,2014B,2639310,52
CCC,2014B,2641486,17
CCC,2014B,2644404,22
CCC,2014B,2646795,7
CCC,2014B,2652523,12
CCC,2014B,2658268,42
CCC,2014B,2659556,16
CCC,2014B,2661696,15
CCC,2014B,2665399,35
CCC,2014B,2668550,17
CCC,2014B,2677969,26
CCC,2014B,2680742,23
CCC,2014B,2681198,33
CCC,2014B,2682834,3
CCC,2014B,2686074,6
CCC,2014B,2686578,41
CCC,2014B,2692327,54
CCC,2014B,2697181,53
CCC,2014B,2698535,24
CCC,2014J,23698,38
CCC,2014J,25261,39
CCC,2014J,27116,48
CCC,2014J,28787,23
CCC,2014J,28952,12
CCC,2014J,29411,19
CCC,2014J,29420,22
CCC,2014J,29639,93
CCC,2014J,30096,31
CCC,2014J,30850,41
CCC,2014J,31161,72
CCC,2014J,34068,54
CCC,2014J,35355,45
CCC,2014J,35508,36
CCC,2014J,37652,17
CCC,2014J,42746,52
CCC,2014J,46705,45
CCC,2014J,48635,21
CCC,2014J,51576,18
CCC,2014J,53300,59
CCC,2014J,54062,13
CCC,2014J,60809,37
CCC,2014J,61227,40
CCC,2014J,61236,57
CCC,2014J,63371,63
CCC,2014J,67685,5
CCC,2014J,69494,53
CCC,2014J,70214,18
CCC,2014J,70495,38
CCC,2014J,71723,21
CCC,2014J,72609,84
CCC,2014J,73664,12
CCC,2014J,74290,13
CCC,2014J,76949,39
CCC,2014J,80329,33
CCC,2014J,80491,27
CCC,2014J,80868,103
CCC,2014J,88758,4
CCC,2014J,91040,20
CCC,2014J,94978,43
CCC,2014J,96864,10
CCC,2014J,96874,15
CCC,2014J,100788,37
CCC,2014J,102209,26
CCC,2014J,104480,9
CCC,2014J,105168,22
CCC,2014J,105413,23
CCC,2014J,107883,29
CCC,2014J,109577,26
CCC,2014J,112454,33
CCC,2014J,114367,49
CCC,2014J,119310,9
CCC,2014J,120236,28
CCC,2014J,123598,27
CCC,2014J,124711,17
CCC,2014J,125777,20
CCC,2014J,126812,27
CCC,2014J,128072,10
CCC,2014J,128510,23
CCC,2014J,129198,5
CCC,2014J,130671,18
CCC,2014J,131222,56
CCC,2014J,131663,5
CCC,2014J,131933,5
CCC,2014J,132423,9
CCC,2014J,133419,19
CCC,2014J,134190,18
CCC,2014J,134982,2
CCC,2014J,136335,18
CCC,2014J,137281,31
CCC,2014J,138861,25
CCC,2014J,138997,28
CCC,2014J,142092,24
CCC,2014J,144745,21
CCC,2014J,145114,26
CCC,2014J,145490,42
CCC,2014J,145640,39
CCC,2014J,152626,16
CCC,2014J,155298,24
CCC,2014J,155956,43
CCC,2014J,157310,1
CCC,2014J,160536,17
CCC,2014J,161781,19
CCC,2014J,163067,10
CCC,2014J,164968,39
CCC,2014J,165647,3
CCC,2014J,165733,22
CCC,2014J,169297,14
CCC,2014J,170030,22
CCC,2014J,171896,37
CCC,2014J,175638,9
CCC,2014J,178072,3
CCC,2014J,181861,33
CCC,2014J,182854,28
CCC,2014J,185057,17
CCC,2014J,185127,10
CCC,2014J,188251,17
CCC,2014J,188273,18
CCC,2014J,188662,19
CCC,2014J,190780,13
CCC,2014J,196189,35
CCC,2014J,199261,10
CCC,2014J,199361,34
CCC,2014J,199760,13
CCC,2014J,200372,14
CCC,2014J,201425,29
CCC,2014J,232072,37
CCC,2014J,233444,11
CCC,2014J,234957,12
CCC,2014J,235121,15
CCC,2014J,238255,41
CCC,2014J,240486,50
CCC,2014J,242636,6
CCC,2014J,242778,12
CCC,2014J,243358,14
CCC,2014J,244738,35
CCC,2014J,245217,11
CCC,2014J,245600,18
CCC,2014J,246829,28
CCC,2014J,247304,13
CCC,2014J,248818,7
CCC,2014J,253013,37
CCC,2014J,253496,19
CCC,2014J,256532,2
CCC,2014J,256680,18
CCC,2014J,256867,26
CCC,2014J,257887,26
CCC,2014J,258042,26
CCC,2014J,259641,41
CCC,2014J,260062,8
CCC,2014J,261160,33
CCC,2014J,262385,17
CCC,2014J,263150,11
CCC,2014J,264151,30
CCC,2014J,264715,67
CCC,2014J,264723,3
CCC,2014J,264845,30
CCC,2014J,266097,22
CCC,2014J,267619,62
CCC,2014J,268018,10
CCC,2014J,269388,14
CCC,2014J,271526,7
CCC,2014J,275297,43
CCC,2014J,275711,29
CCC,2014J,275882,2
CCC,2014J,278413,19
CCC,2014J,278600,9
CCC,2014J,279879,8
CCC,2014J,279883,4
CCC,2014J,283618,30
CCC,2014J,284095,30
CCC,2014J,284741,2
CCC,2014J,285412,16
CCC,2014J,285637,5
CCC,2014J,286658,28
CCC,2014J,287897,1
CCC,2014J,289397,3
CCC,2014J,290043,7
CCC,2014J,291156,13
CCC,2014J,291674,26
CCC,2014J,293162,54
CCC,2014J,293321,1
CCC,2014J,293686,71
CCC,2014J,294112,46
CCC,2014J,296222,1
CCC,2014J,296725,18
CCC,2014J,297166,13
CCC,2014J,298777,2
CCC,2014J,300611,10
CCC,2014J,303218,27
CCC,2014J,305036,11
CCC,2014J,306202,40
CCC,2014J,307297,6
CCC,2014J,308953,28
CCC,2014J,310280,32
