,code_module,code_presentation,id_student,total_days_studied
7457,CCC,2014B,193163,34
7458,CCC,2014B,197486,14
7459,CCC,2014B,198902,26
7460,CCC,2014B,200372,33
7461,CCC,2014B,201327,45
7462,CCC,2014B,203707,10
7463,CCC,2014B,204725,149
7464,CCC,2014B,205398,35
7465,CCC,2014B,205425,88
7466,CCC,2014B,206245,105
7467,CCC,2014B,206599,71
7468,CCC,2014B,227192,81
7469,CCC,2014B,227752,94
7470,CCC,2014B,228153,10
7471,CCC,2014B,229499,1
7472,CCC,2014B,230761,32
7473,CCC,2014B,231339,100
7474,CCC,2014B,232833,18
7475,CCC,2014B,233444,14
7476,CCC,2014B,234068,2
7477,CCC,2014B,234311,38
7478,CCC,2014B,234740,32
7479,CCC,2014B,236205,135
7480,CCC,2014B,236620,170
7481,CCC,2014B,237934,8
7482,CCC,2014B,239707,22
7483,CCC,2014B,241955,6
7484,CCC,2014B,242778,12
7485,CCC,2014B,242858,124
7486,CCC,2014B,244902,7
7487,CCC,2014B,244977,110
7488,CCC,2014B,245217,31
7489,CCC,2014B,245494,68
7490,CCC,2014B,246248,1
7491,CCC,2014B,247819,97
7492,CCC,2014B,250092,2
7493,CCC,2014B,251385,119
7494,CCC,2014B,253859,121
7495,CCC,2014B,255140,7
7496,CCC,2014B,255310,88
7497,CCC,2014B,256532,3
7498,CCC,2014B,260062,1
7499,CCC,2014B,260949,72
7500,CCC,2014B,261265,50
7501,CCC,2014B,261615,188
7502,CCC,2014B,262391,21
7503,CCC,2014B,264159,42
7504,CCC,2014B,266040,30
7505,CCC,2014B,266558,23
7506,CCC,2014B,266915,5
7507,CCC,2014B,267118,13
7508,CCC,2014B,268018,37
7509,CCC,2014B,269676,134
7510,CCC,2014B,278861,170
7511,CCC,2014B,279868,40
7512,CCC,2014B,279883,11
7513,CCC,2014B,281261,22
7514,CCC,2014B,281801,57
7515,CCC,2014B,282193,160
7516,CCC,2014B,283798,48
7517,CCC,2014B,284812,123
7518,CCC,2014B,285170,92
7519,CCC,2014B,285475,83
7520,CCC,2014B,289009,50
7521,CCC,2014B,289397,4
7522,CCC,2014B,290382,12
7523,CCC,2014B,291805,49
7524,CCC,2014B,295893,28
7525,CCC,2014B,296411,79
7526,CCC,2014B,298040,215
7527,CCC,2014B,300059,27
7528,CCC,2014B,300594,32
7529,CCC,2014B,300611,41
7530,CCC,2014B,301232,90
7531,CCC,2014B,305783,9
7532,CCC,2014B,305876,35
7533,CCC,2014B,308391,5
7534,CCC,2014B,308918,10
7535,CCC,2014B,309118,116
7536,CCC,2014B,310088,40
7537,CCC,2014B,311616,152
7538,CCC,2014B,312886,2
7539,CCC,2014B,314555,8
7540,CCC,2014B,315322,37
7541,CCC,2014B,315728,115
7542,CCC,2014B,316227,192
7543,CCC,2014B,319042,140
7544,CCC,2014B,320153,21
7545,CCC,2014B,324257,36
7546,CCC,2014B,325497,40
7547,CCC,2014B,328261,17
7548,CCC,2014B,329673,146
7549,CCC,2014B,330862,62
7550,CCC,2014B,330994,6
7551,CCC,2014B,335553,33
7552,CCC,2014B,335648,9
7553,CCC,2014B,336398,121
7554,CCC,2014B,336695,24
7555,CCC,2014B,338604,19
7556,CCC,2014B,338731,112
7557,CCC,2014B,342089,5
7558,CCC,2014B,342957,39
7559,CCC,2014B,342974,85
7560,CCC,2014B,344367,35
7561,CCC,2014B,344396,13
7562,CCC,2014B,345256,107
7563,CCC,2014B,347764,7
7564,CCC,2014B,348050,24
7565,CCC,2014B,348159,83
7566,CCC,2014B,349069,4
7567,CCC,2014B,351328,49
7568,CCC,2014B,351577,103
7569,CCC,2014B,351775,195
7570,CCC,2014B,353660,16
7571,CCC,2014B,353804,105
7572,CCC,2014B,353979,7
7573,CCC,2014B,354607,65
7574,CCC,2014B,355143,39
7575,CCC,2014B,356274,3
7576,CCC,2014B,356523,57
7577,CCC,2014B,357176,190
7578,CCC,2014B,357214,1
7579,CCC,2014B,357851,11
7580,CCC,2014B,357942,87
7581,CCC,2014B,358075,35
7582,CCC,2014B,359114,66
7583,CCC,2014B,359460,11
7584,CCC,2014B,360547,10
7585,CCC,2014B,361410,66
7586,CCC,2014B,362223,75
7587,CCC,2014B,362661,8
7588,CCC,2014B,363374,21
7589,CCC,2014B,363773,172
7590,CCC,2014B,363906,48
7591,CCC,2014B,363939,70
7592,CCC,2014B,364920,4
7593,CCC,2014B,365993,13
7594,CCC,2014B,366310,70
7595,CCC,2014B,366424,12
7596,CCC,2014B,368876,30
7597,CCC,2014B,370336,7
7598,CCC,2014B,371113,5
7599,CCC,2014B,371526,84
7600,CCC,2014B,371901,23
7601,CCC,2014B,372812,7
7602,CCC,2014B,374028,160
7603,CCC,2014B,374055,1
7604,CCC,2014B,374756,65
7605,CCC,2014B,375688,10
7606,CCC,2014B,376701,10
7607,CCC,2014B,378920,113
7608,CCC,2014B,379406,39
7609,CCC,2014B,381240,26
7610,CCC,2014B,381927,72
7611,CCC,2014B,383140,31
7612,CCC,2014B,383158,50
7613,CCC,2014B,383311,3
7614,CCC,2014B,383347,115
7615,CCC,2014B,383372,120
7616,CCC,2014B,383971,56
7617,CCC,2014B,385120,53
7618,CCC,2014B,385387,214
7619,CCC,2014B,386121,22
7620,CCC,2014B,386189,23
7621,CCC,2014B,387009,55
7622,CCC,2014B,388538,123
7623,CCC,2014B,388708,37
7624,CCC,2014B,388750,18
7625,CCC,2014B,391343,17
7626,CCC,2014B,391419,78
7627,CCC,2014B,392526,129
7628,CCC,2014B,394311,122
7629,CCC,2014B,394341,20
7630,CCC,2014B,395164,3
7631,CCC,2014B,396825,89
7632,CCC,2014B,397149,2
7633,CCC,2014B,397506,185
7634,CCC,2014B,397797,1
7635,CCC,2014B,398487,67
7636,CCC,2014B,398877,1
7637,CCC,2014B,400063,2
7638,CCC,2014B,401296,69
7639,CCC,2014B,401903,103
7640,CCC,2014B,403085,134
7641,CCC,2014B,404239,7
7642,CCC,2014B,406265,16
7643,CCC,2014B,406337,3
7644,CCC,2014B,406846,5
7645,CCC,2014B,406908,61
7646,CCC,2014B,406937,15
7647,CCC,2014B,407453,117
7648,CCC,2014B,407818,29
7649,CCC,2014B,408371,10
7650,CCC,2014B,408413,39
7651,CCC,2014B,409540,20
7652,CCC,2014B,410203,64
7653,CCC,2014B,410407,128
7654,CCC,2014B,410699,34
7655,CCC,2014B,410886,22
7656,CCC,2014B,412258,131
7657,CCC,2014B,412268,25
7658,CCC,2014B,412284,59
7659,CCC,2014B,413083,84
7660,CCC,2014B,416500,8
7661,CCC,2014B,416689,43
7662,CCC,2014B,416860,45
7663,CCC,2014B,417820,25
7664,CCC,2014B,418224,83
7665,CCC,2014B,418623,98
7666,CCC,2014B,418971,35
7667,CCC,2014B,419233,14
7668,CCC,2014B,419536,10
7669,CCC,2014B,420345,62
7670,CCC,2014B,420528,129
7671,CCC,2014B,420935,222
7672,CCC,2014B,421209,54
7673,CCC,2014B,421712,16
7674,CCC,2014B,423879,89
7675,CCC,2014B,424082,64
7676,CCC,2014B,424112,55
7677,CCC,2014B,424950,28
7678,CCC,2014B,425287,30
7679,CCC,2014B,426610,66
7680,CCC,2014B,426616,66
7681,CCC,2014B,429065,53
7682,CCC,2014B,429185,101
7683,CCC,2014B,430686,76
7684,CCC,2014B,431014,29
7685,CCC,2014B,431386,12
7686,CCC,2014B,432278,46
7687,CCC,2014B,432718,7
7688,CCC,2014B,434562,155
7689,CCC,2014B,435271,24
7690,CCC,2014B,436058,33
7691,CCC,2014B,438313,9
7692,CCC,2014B,438796,72
7693,CCC,2014B,439669,3
7694,CCC,2014B,440297,4
7695,CCC,2014B,440323,71
7696,CCC,2014B,440591,2
7697,CCC,2014B,440905,42
7698,CCC,2014B,441540,26
7699,CCC,2014B,441606,10
7700,CCC,2014B,442954,7
7701,CCC,2014B,445777,91
7702,CCC,2014B,445917,83
7703,CCC,2014B,445972,101
7704,CCC,2014B,446295,4
7705,CCC,2014B,446628,13
7706,CCC,2014B,447306,4
7707,CCC,2014B,464236,38
7708,CCC,2014B,464724,24
7709,CCC,2014B,465406,35
7710,CCC,2014B,465517,8
7711,CCC,2014B,465719,5
7712,CCC,2014B,465764,4
7713,CCC,2014B,465843,53
7714,CCC,2014B,466289,135
7715,CCC,2014B,466714,24
7716,CCC,2014B,467230,45
7717,CCC,2014B,467753,12
7718,CCC,2014B,467894,3
7719,CCC,2014B,468753,34
7720,CCC,2014B,469113,15
7721,CCC,2014B,469732,1
7722,CCC,2014B,469761,94
7723,CCC,2014B,470002,17
7724,CCC,2014B,471018,6
7725,CCC,2014B,471580,27
7726,CCC,2014B,471657,33
7727,CCC,2014B,471979,130
7728,CCC,2014B,472087,77
7729,CCC,2014B,472309,49
7730,CCC,2014B,472856,1
7731,CCC,2014B,473965,64
7732,CCC,2014B,474283,17
7733,CCC,2014B,474759,16
7734,CCC,2014B,475149,19
7735,CCC,2014B,475556,9
7736,CCC,2014B,475945,148
7737,CCC,2014B,476108,82
7738,CCC,2014B,476868,6
7739,CCC,2014B,476937,118
7740,CCC,2014B,477067,118
7741,CCC,2014B,478025,17
7742,CCC,2014B,478212,40
7743,CCC,2014B,478550,131
7744,CCC,2014B,478977,22
7745,CCC,2014B,479607,12
7746,CCC,2014B,479725,2
7747,CCC,2014B,479753,15
7748,CCC,2014B,480604,66
7749,CCC,2014B,480928,11
7750,CCC,2014B,480929,130
7751,CCC,2014B,480943,91
7752,CCC,2014B,481024,14
7753,CCC,2014B,482280,125
7754,CCC,2014B,482745,39
7755,CCC,2014B,483108,19
7756,CCC,2014B,483267,16
7757,CCC,2014B,483275,35
7758,CCC,2014B,483666,4
7759,CCC,2014B,484174,36
7760,CCC,2014B,484305,10
7761,CCC,2014B,484464,80
7762,CCC,2014B,484787,3
7763,CCC,2014B,485312,100
7764,CCC,2014B,485374,67
7765,CCC,2014B,485594,11
7766,CCC,2014B,485604,150
7767,CCC,2014B,485944,35
7768,CCC,2014B,486378,13
7769,CCC,2014B,486737,35
7770,CCC,2014B,487494,4
7771,CCC,2014B,487629,76
7772,CCC,2014B,488431,31
7773,CCC,2014B,489309,12
7774,CCC,2014B,489929,110
7775,CCC,2014B,490024,81
7776,CCC,2014B,490081,48
7777,CCC,2014B,490282,73
7778,CCC,2014B,490297,14
7779,CCC,2014B,490587,19
7780,CCC,2014B,490662,19
7781,CCC,2014B,490665,6
7782,CCC,2014B,490768,19
7783,CCC,2014B,490769,58
7784,CCC,2014B,491170,30
7785,CCC,2014B,491232,9
7786,CCC,2014B,491742,11
7787,CCC,2014B,491843,12
7788,CCC,2014B,492357,92
7789,CCC,2014B,492900,36
7790,CCC,2014B,493822,49
7791,CCC,2014B,493988,17
7792,CCC,2014B,494389,2
7793,CCC,2014B,494919,94
7794,CCC,2014B,495320,90
7795,CCC,2014B,496108,11
7796,CCC,2014B,497080,24
7797,CCC,2014B,498043,20
7798,CCC,2014B,498138,47
7799,CCC,2014B,498225,2
7800,CCC,2014B,498741,21
7801,CCC,2014B,500006,39
7802,CCC,2014B,500189,25
7803,CCC,2014B,500597,64
7804,CCC,2014B,501339,19
7805,CCC,2014B,501443,26
7806,CCC,2014B,501652,47
7807,CCC,2014B,502465,94
7808,CCC,2014B,502554,98
7809,CCC,2014B,502833,3
7810,CCC,2014B,502868,81
7811,CCC,2014B,502929,39
7812,CCC,2014B,503469,48
7813,CCC,2014B,503872,15
7814,CCC,2014B,504057,11
7815,CCC,2014B,505235,15
7816,CCC,2014B,505520,9
7817,CCC,2014B,505767,37
7818,CCC,2014B,505815,8
7819,CCC,2014B,505967,1
7820,CCC,2014B,506206,146
7821,CCC,2014B,506380,4
7822,CCC,2014B,507034,82
7823,CCC,2014B,507388,11
7824,CCC,2014B,507523,70
7825,CCC,2014B,507671,42
7826,CCC,2014B,507801,1
7827,CCC,2014B,508025,33
7828,CCC,2014B,509029,69
7829,CCC,2014B,509102,171
7830,CCC,2014B,509183,144
7831,CCC,2014B,509649,35
7832,CCC,2014B,509839,49
7833,CCC,2014B,510070,47
7834,CCC,2014B,510694,7
7835,CCC,2014B,510914,50
7836,CCC,2014B,511473,87
7837,CCC,2014B,511657,11
7838,CCC,2014B,512353,10
7839,CCC,2014B,512475,99
7840,CCC,2014B,512582,30
7841,CCC,2014B,513638,35
7842,CCC,2014B,513934,76
7843,CCC,2014B,514000,9
7844,CCC,2014B,514186,20
7845,CCC,2014B,515046,109
7846,CCC,2014B,515107,131
7847,CCC,2014B,515278,6
7848,CCC,2014B,515515,34
7849,CCC,2014B,515774,71
7850,CCC,2014B,515936,48
7851,CCC,2014B,516024,110
7852,CCC,2014B,516238,73
7853,CCC,2014B,516496,38
7854,CCC,2014B,516685,18
7855,CCC,2014B,516726,96
7856,CCC,2014B,517999,210
7857,CCC,2014B,518116,12
7858,CCC,2014B,518363,70
7859,CCC,2014B,518862,70
7860,CCC,2014B,519544,40
7861,CCC,2014B,519589,12
7862,CCC,2014B,520332,2
7863,CCC,2014B,520377,111
7864,CCC,2014B,520588,104
7865,CCC,2014B,521051,64
7866,CCC,2014B,521297,168
7867,CCC,2014B,521601,10
7868,CCC,2014B,521614,201
7869,CCC,2014B,522312,96
7870,CCC,2014B,522484,30
7871,CCC,2014B,522682,14
7872,CCC,2014B,523061,43
7873,CCC,2014B,523079,75
7874,CCC,2014B,523239,18
7875,CCC,2014B,523271,6
7876,CCC,2014B,523335,13
7877,CCC,2014B,523710,12
7878,CCC,2014B,524128,138
7879,CCC,2014B,524295,78
7880,CCC,2014B,524378,69
7881,CCC,2014B,524386,12
7882,CCC,2014B,525332,42
7883,CCC,2014B,525832,139
7884,CCC,2014B,526073,33
7885,CCC,2014B,526235,27
7886,CCC,2014B,526547,7
7887,CCC,2014B,526564,117
7888,CCC,2014B,526876,81
7889,CCC,2014B,526927,98
7890,CCC,2014B,527771,26
7891,CCC,2014B,527826,169
7892,CCC,2014B,527964,46
7893,CCC,2014B,528021,14
7894,CCC,2014B,528023,23
7895,CCC,2014B,528066,82
7896,CCC,2014B,528083,7
7897,CCC,2014B,528892,65
7898,CCC,2014B,529025,75
7899,CCC,2014B,529073,18
7900,CCC,2014B,529078,76
7901,CCC,2014B,529153,8
7902,CCC,2014B,529434,37
7903,CCC,2014B,530113,9
7904,CCC,2014B,530481,3
7905,CCC,2014B,530650,26
7906,CCC,2014B,530936,21
7907,CCC,2014B,531047,26
7908,CCC,2014B,532020,76
7909,CCC,2014B,532252,2
7910,CCC,2014B,532350,56
7911,CCC,2014B,532440,6
7912,CCC,2014B,532531,21
7913,CCC,2014B,532565,46
7914,CCC,2014B,532718,23
7915,CCC,2014B,532859,11
7916,CCC,2014B,533004,12
7917,CCC,2014B,533311,5
7918,CCC,2014B,534047,2
7919,CCC,2014B,534074,2
7920,CCC,2014B,535047,19
7921,CCC,2014B,535682,4
7922,CCC,2014B,536032,4
7923,CCC,2014B,536170,180
7924,CCC,2014B,536261,27
7925,CCC,2014B,536435,84
7926,CCC,2014B,536536,18
7927,CCC,2014B,537322,80
7928,CCC,2014B,537603,72
7929,CCC,2014B,537606,19
7930,CCC,2014B,537622,11
7931,CCC,2014B,537654,75
7932,CCC,2014B,537658,6
7933,CCC,2014B,538887,17
7934,CCC,2014B,539328,149
7935,CCC,2014B,539514,69
7936,CCC,2014B,539784,114
7937,CCC,2014B,539971,22
7938,CCC,2014B,540686,152
7939,CCC,2014B,540937,1
7940,CCC,2014B,541003,50
7941,CCC,2014B,541184,13
7942,CCC,2014B,542050,34
7943,CCC,2014B,543170,73
7944,CCC,2014B,543417,19
7945,CCC,2014B,543475,77
7946,CCC,2014B,543571,4
7947,CCC,2014B,543678,55
7948,CCC,2014B,543924,4
7949,CCC,2014B,543948,130
7950,CCC,2014B,544090,53
7951,CCC,2014B,544467,13
7952,CCC,2014B,544490,54
7953,CCC,2014B,544594,157
7954,CCC,2014B,544791,10
7955,CCC,2014B,544839,220
7956,CCC,2014B,545045,20
7957,CCC,2014B,545740,79
7958,CCC,2014B,545747,134
7959,CCC,2014B,546400,4
7960,CCC,2014B,546675,25
7961,CCC,2014B,546830,7
7962,CCC,2014B,547287,172
7963,CCC,2014B,547332,101
7964,CCC,2014B,547413,71
7965,CCC,2014B,547571,24
7966,CCC,2014B,547816,1
7967,CCC,2014B,547986,15
7968,CCC,2014B,548261,35
7969,CCC,2014B,548383,18
7970,CCC,2014B,548386,74
7971,CCC,2014B,548509,145
7972,CCC,2014B,548602,50
7973,CCC,2014B,548677,142
7974,CCC,2014B,548764,32
7975,CCC,2014B,548854,103
7976,CCC,2014B,549636,63
7977,CCC,2014B,549928,17
7978,CCC,2014B,549951,48
7979,CCC,2014B,550092,34
7980,CCC,2014B,550545,98
7981,CCC,2014B,550812,29
7982,CCC,2014B,550893,8
7983,CCC,2014B,551115,139
7984,CCC,2014B,551267,88
7985,CCC,2014B,551304,125
7986,CCC,2014B,551478,51
7987,CCC,2014B,551528,14
7988,CCC,2014B,551604,38
7989,CCC,2014B,551856,18
7990,CCC,2014B,551902,46
7991,CCC,2014B,552166,28
7992,CCC,2014B,552234,22
7993,CCC,2014B,552441,186
7994,CCC,2014B,552498,11
7995,CCC,2014B,552590,20
7996,CCC,2014B,552913,45
7997,CCC,2014B,553021,124
7998,CCC,2014B,553280,32
7999,CCC,2014B,553394,144
8000,CCC,2014B,553410,9
8001,CCC,2014B,553655,67
8002,CCC,2014B,553741,46
8003,CCC,2014B,554141,19
8004,CCC,2014B,554205,183
8005,CCC,2014B,554470,17
8006,CCC,2014B,554583,43
8007,CCC,2014B,554588,7
8008,CCC,2014B,554870,41
8009,CCC,2014B,554951,82
8010,CCC,2014B,555008,60
8011,CCC,2014B,555368,12
8012,CCC,2014B,555604,32
8013,CCC,2014B,555706,134
8014,CCC,2014B,555953,33
8015,CCC,2014B,556042,8
8016,CCC,2014B,556109,30
8017,CCC,2014B,556246,96
8018,CCC,2014B,556295,183
8019,CCC,2014B,556521,7
8020,CCC,2014B,556584,99
8021,CCC,2014B,556587,45
8022,CCC,2014B,556709,5
8023,CCC,2014B,556858,40
8024,CCC,2014B,556918,18
8025,CCC,2014B,557172,2
8026,CCC,2014B,557700,30
8027,CCC,2014B,557995,79
8028,CCC,2014B,558122,4
8029,CCC,2014B,558444,1
8030,CCC,2014B,558471,15
8031,CCC,2014B,558518,50
8032,CCC,2014B,558616,78
8033,CCC,2014B,558914,173
8034,CCC,2014B,559157,45
8035,CCC,2014B,559469,13
8036,CCC,2014B,559706,54
8037,CCC,2014B,559770,180
8038,CCC,2014B,559912,12
8039,CCC,2014B,559977,8
8040,CCC,2014B,560114,139
8041,CCC,2014B,560311,109
8042,CCC,2014B,560494,118
8043,CCC,2014B,560784,16
8044,CCC,2014B,560951,23
8045,CCC,2014B,561363,53
8046,CCC,2014B,561559,78
8047,CCC,2014B,561774,95
8048,CCC,2014B,561823,11
8049,CCC,2014B,562450,66
8050,CCC,2014B,562585,7
8051,CCC,2014B,562825,36
8052,CCC,2014B,563046,50
8053,CCC,2014B,563556,6
8054,CCC,2014B,563631,6
8055,CCC,2014B,563819,32
8056,CCC,2014B,563967,17
8057,CCC,2014B,564325,3
8058,CCC,2014B,564700,15
8059,CCC,2014B,565399,112
8060,CCC,2014B,565838,21
8061,CCC,2014B,565883,35
8062,CCC,2014B,566185,65
8063,CCC,2014B,566310,131
8064,CCC,2014B,566428,29
8065,CCC,2014B,566664,8
8066,CCC,2014B,566670,90
8067,CCC,2014B,566704,8
8068,CCC,2014B,566715,42
8069,CCC,2014B,566871,23
8070,CCC,2014B,566872,16
8071,CCC,2014B,568047,13
8072,CCC,2014B,568084,87
8073,CCC,2014B,569080,128
8074,CCC,2014B,569108,104
8075,CCC,2014B,569342,62
8076,CCC,2014B,569609,55
8077,CCC,2014B,569712,39
8078,CCC,2014B,570113,5
8079,CCC,2014B,570377,1
8080,CCC,2014B,570410,39
8081,CCC,2014B,570488,5
8082,CCC,2014B,570514,42
8083,CCC,2014B,570872,82
8084,CCC,2014B,570967,75
8085,CCC,2014B,571025,51
8086,CCC,2014B,571128,11
8087,CCC,2014B,571129,184
8088,CCC,2014B,571233,39
8089,CCC,2014B,571365,2
8090,CCC,2014B,571389,12
8091,CCC,2014B,571571,79
8092,CCC,2014B,571595,12
8093,CCC,2014B,571776,158
8094,CCC,2014B,571992,12
8095,CCC,2014B,572036,87
8096,CCC,2014B,572279,6
8097,CCC,2014B,572303,57
8098,CCC,2014B,572382,34
8099,CCC,2014B,572401,16
8100,CCC,2014B,572438,150
8101,CCC,2014B,572570,84
8102,CCC,2014B,572854,102
8103,CCC,2014B,572891,41
8104,CCC,2014B,573153,12
8105,CCC,2014B,573166,31
8106,CCC,2014B,573197,12
8107,CCC,2014B,573377,59
8108,CCC,2014B,573440,42
8109,CCC,2014B,573462,1
8110,CCC,2014B,573558,100
8111,CCC,2014B,573662,23
8112,CCC,2014B,573696,16
8113,CCC,2014B,573697,12
8114,CCC,2014B,574221,80
8115,CCC,2014B,574283,34
8116,CCC,2014B,574523,9
8117,CCC,2014B,574529,6
8118,CCC,2014B,574551,21
8119,CCC,2014B,574564,2
8120,CCC,2014B,574580,10
8121,CCC,2014B,574663,13
8122,CCC,2014B,574817,32
8123,CCC,2014B,574830,17
8124,CCC,2014B,575166,53
8125,CCC,2014B,575287,3
8126,CCC,2014B,575419,10
8127,CCC,2014B,575545,17
8128,CCC,2014B,575703,14
8129,CCC,2014B,575733,67
8130,CCC,2014B,575745,104
8131,CCC,2014B,575824,136
8132,CCC,2014B,575967,131
8133,CCC,2014B,576191,8
8134,CCC,2014B,576383,154
8135,CCC,2014B,576413,225
8136,CCC,2014B,576475,141
8137,CCC,2014B,576516,63
8138,CCC,2014B,576780,106
8139,CCC,2014B,576782,35
8140,CCC,2014B,577035,78
8141,CCC,2014B,577236,100
8142,CCC,2014B,577245,115
8143,CCC,2014B,577273,3
8144,CCC,2014B,577414,57
8145,CCC,2014B,577427,3
8146,CCC,2014B,577502,101
8147,CCC,2014B,577686,47
8148,CCC,2014B,578034,117
8149,CCC,2014B,578189,133
8150,CCC,2014B,578450,13
8151,CCC,2014B,578541,27
8152,CCC,2014B,578655,124
8153,CCC,2014B,578823,25
8154,CCC,2014B,578850,50
8155,CCC,2014B,578958,131
8156,CCC,2014B,579027,2
8157,CCC,2014B,579321,1
8158,CCC,2014B,579340,18
8159,CCC,2014B,579343,143
8160,CCC,2014B,579372,19
8161,CCC,2014B,579550,58
8162,CCC,2014B,580477,12
8163,CCC,2014B,580511,34
8164,CCC,2014B,580525,124
8165,CCC,2014B,580689,11
8166,CCC,2014B,580722,5
8167,CCC,2014B,580768,17
8168,CCC,2014B,580779,117
8169,CCC,2014B,581123,30
8170,CCC,2014B,581328,12
8171,CCC,2014B,581611,71
8172,CCC,2014B,581614,55
8173,CCC,2014B,581744,15
8174,CCC,2014B,582087,161
8175,CCC,2014B,582108,59
8176,CCC,2014B,582723,9
8177,CCC,2014B,582827,12
8178,CCC,2014B,582879,110
8179,CCC,2014B,582950,92
8180,CCC,2014B,583032,71
8181,CCC,2014B,583052,125
8182,CCC,2014B,583192,117
8183,CCC,2014B,583238,12
8184,CCC,2014B,583906,114
8185,CCC,2014B,584077,16
8186,CCC,2014B,584191,118
8187,CCC,2014B,584446,33
8188,CCC,2014B,584468,21
8189,CCC,2014B,584771,26
8190,CCC,2014B,584940,157
8191,CCC,2014B,585011,11
8192,CCC,2014B,585057,46
8193,CCC,2014B,585093,176
8194,CCC,2014B,585383,45
8195,CCC,2014B,585393,239
8196,CCC,2014B,585397,126
8197,CCC,2014B,585433,7
8198,CCC,2014B,585455,84
8199,CCC,2014B,585464,11
8200,CCC,2014B,585681,12
8201,CCC,2014B,585695,70
8202,CCC,2014B,585709,183
8203,CCC,2014B,585769,27
8204,CCC,2014B,585900,23
8205,CCC,2014B,586132,9
8206,CCC,2014B,586436,13
8207,CCC,2014B,586473,7
8208,CCC,2014B,586526,8
8209,CCC,2014B,586716,23
8210,CCC,2014B,586921,23
8211,CCC,2014B,586962,8
8212,CCC,2014B,587122,7
8213,CCC,2014B,587585,4
8214,CCC,2014B,587621,21
8215,CCC,2014B,587783,122
8216,CCC,2014B,587884,1
8217,CCC,2014B,587906,175
8218,CCC,2014B,587911,94
8219,CCC,2014B,588125,25
8220,CCC,2014B,588219,50
8221,CCC,2014B,588274,201
8222,CCC,2014B,588402,73
8223,CCC,2014B,588430,59
8224,CCC,2014B,588460,57
8225,CCC,2014B,588464,10
8226,CCC,2014B,588473,64
8227,CCC,2014B,588524,35
8228,CCC,2014B,588590,14
8229,CCC,2014B,588676,82
8230,CCC,2014B,588707,53
8231,CCC,2014B,588710,9
8232,CCC,2014B,588846,33
8233,CCC,2014B,588956,29
8234,CCC,2014B,589327,32
8235,CCC,2014B,589390,114
8236,CCC,2014B,589525,78
8237,CCC,2014B,589722,6
8238,CCC,2014B,589894,18
8239,CCC,2014B,590072,1
8240,CCC,2014B,590626,9
8241,CCC,2014B,590699,6
8242,CCC,2014B,590762,21
8243,CCC,2014B,590877,22
8244,CCC,2014B,590914,28
8245,CCC,2014B,590961,23
8246,CCC,2014B,590974,20
8247,CCC,2014B,591375,40
8248,CCC,2014B,591388,101
8249,CCC,2014B,591566,21
8250,CCC,2014B,591619,16
8251,CCC,2014B,591655,17
8252,CCC,2014B,591719,1
8253,CCC,2014B,591738,20
8254,CCC,2014B,591958,68
8255,CCC,2014B,592007,68
8256,CCC,2014B,592051,107
8257,CCC,2014B,592093,62
8258,CCC,2014B,592151,45
8259,CCC,2014B,592158,24
8260,CCC,2014B,592259,24
8261,CCC,2014B,592407,8
8262,CCC,2014B,592609,62
8263,CCC,2014B,592775,125
8264,CCC,2014B,592776,107
8265,CCC,2014B,592842,2
8266,CCC,2014B,592876,3
8267,CCC,2014B,592939,49
8268,CCC,2014B,592961,114
8269,CCC,2014B,592976,66
8270,CCC,2014B,593071,17
8271,CCC,2014B,593103,50
8272,CCC,2014B,593123,35
8273,CCC,2014B,593305,88
8274,CCC,2014B,593787,4
8275,CCC,2014B,593823,231
8276,CCC,2014B,593972,64
8277,CCC,2014B,593995,102
8278,CCC,2014B,594044,105
8279,CCC,2014B,594052,7
8280,CCC,2014B,594111,6
8281,CCC,2014B,594157,141
8282,CCC,2014B,594193,5
8283,CCC,2014B,594199,30
8284,CCC,2014B,594246,10
8285,CCC,2014B,594326,2
8286,CCC,2014B,594371,68
8287,CCC,2014B,595164,57
8288,CCC,2014B,595182,121
8289,CCC,2014B,595189,87
8290,CCC,2014B,595356,19
8291,CCC,2014B,595492,21
8292,CCC,2014B,595514,94
8293,CCC,2014B,595659,44
8294,CCC,2014B,595685,15
8295,CCC,2014B,595781,82
8296,CCC,2014B,595797,45
8297,CCC,2014B,595847,46
8298,CCC,2014B,595986,74
8299,CCC,2014B,595992,10
8300,CCC,2014B,596035,47
8301,CCC,2014B,596157,167
8302,CCC,2014B,596321,1
8303,CCC,2014B,596432,1
8304,CCC,2014B,596731,128
8305,CCC,2014B,596903,38
8306,CCC,2014B,596947,25
8307,CCC,2014B,597363,14
8308,CCC,2014B,597403,48
8309,CCC,2014B,597817,1
8310,CCC,2014B,597926,53
8311,CCC,2014B,598074,20
8312,CCC,2014B,598113,49
8313,CCC,2014B,598321,75
8314,CCC,2014B,598662,37
8315,CCC,2014B,598860,190
8316,CCC,2014B,599263,24
8317,CCC,2014B,599275,40
8318,CCC,2014B,599542,15
8319,CCC,2014B,599615,3
8320,CCC,2014B,599857,131
8321,CCC,2014B,599893,5
8322,CCC,2014B,599902,6
8323,CCC,2014B,599937,12
8324,CCC,2014B,599942,10
8325,CCC,2014B,599958,154
8326,CCC,2014B,600073,162
8327,CCC,2014B,600094,13
8328,CCC,2014B,600142,22
8329,CCC,2014B,600181,6
