code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,module_presentation_length,days_studied,activities_completed,total_clicks,assessments_completed,average_score
1,2013J,608623,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass,-35.0,268,25,147,443,5,68.4
1,2013J,608647,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-3.0,268,10,60,119,5,66.2
1,2013J,608738,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,Y,Fail,-32.0,268,50,216,531,5,67.0
1,2013J,608939,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,-32.0,268,16,89,273,1,68.0
1,2013J,608942,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-28.0,268,23,121,188,2,74.0
1,2013J,609010,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-32.0,268,14,67,165,5,75.0
1,2013J,609046,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-29.0,268,37,146,312,5,83.2
1,2013J,609047,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-22.0,268,43,261,723,5,73.2
1,2013J,609307,F,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-31.0,268,25,125,492,4,87.25
1,2013J,609510,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-25.0,268,12,38,83,5,69.2
1,2013J,609679,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-25.0,268,35,170,515,5,83.4
1,2013J,609704,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-25.0,268,39,161,510,5,78.6
1,2013J,609764,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-24.0,268,10,33,106,3,75.33333333333333
1,2013J,609804,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Fail,-29.0,268,8,25,64,4,63.25
1,2013J,609811,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,Distinction,-29.0,268,49,359,1347,5,95.4
1,2013J,609812,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass,-29.0,268,5,20,50,5,63.4
1,2013J,609815,F,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,-29.0,268,17,84,225,5,78.4
1,2013J,609817,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-29.0,268,23,109,227,5,63.0
1,2013J,609850,F,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-28.0,268,8,49,210,2,39.5
1,2013J,609864,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-29.0,268,7,20,40,4,62.75
1,2013J,609871,M,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-29.0,268,12,47,112,3,73.0
1,2013J,609887,F,East Anglian Region,No Formal quals,10-20,0-35,0,60,N,Fail,-31.0,268,13,67,150,2,60.0
1,2013J,610032,F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction,-21.0,268,47,294,1205,5,85.8
1,2013J,610059,F,Ireland,A Level or Equivalent,0-10%,0-35,1,60,N,Pass,-22.0,268,19,74,259,5,71.6
1,2013J,610260,F,South West Region,HE Qualification,70-80%,0-35,0,60,N,Pass,-28.0,268,33,153,362,5,85.6
1,2013J,610362,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-30.0,268,23,174,473,5,70.2
1,2013J,610423,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-29.0,268,19,117,283,5,79.2
1,2013J,610428,F,Wales,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-30.0,268,15,85,206,5,83.2
1,2013J,610553,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-30.0,268,28,100,214,5,76.0
1,2013J,610700,F,South West Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,-29.0,268,3,9,23,3,70.66666666666667
1,2013J,610725,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-29.0,268,5,16,29,4,81.5
1,2013J,610731,F,Wales,Lower Than A Level,90-100%,35-55,0,60,N,Fail,-29.0,268,8,31,84,3,82.0
1,2013J,610745,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-29.0,268,46,227,633,5,74.0
1,2013J,610750,F,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Distinction,-29.0,268,22,129,395,5,84.0
1,2013J,610763,M,Wales,HE Qualification,90-100%,0-35,0,60,N,Pass,-29.0,268,24,76,162,5,90.4
1,2013J,610776,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-29.0,268,4,37,106,1,40.0
1,2013J,610780,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,-28.0,268,8,43,89,5,76.2
1,2013J,610802,F,Wales,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn,-29.0,268,35,227,448,3,74.33333333333333
1,2013J,610804,F,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-29.0,268,6,55,162,4,81.5
1,2013J,610906,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-29.0,268,36,102,164,5,83.6
1,2013J,611004,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-29.0,268,9,28,49,3,69.33333333333333
1,2013J,611012,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-29.0,268,26,228,510,5,77.6
1,2013J,611017,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-29.0,268,24,129,371,5,78.8
1,2013J,611023,F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-29.0,268,9,29,60,5,84.4
1,2013J,611048,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-29.0,268,7,28,44,1,60.0
1,2013J,611051,M,Wales,HE Qualification,30-40%,35-55,0,60,N,Fail,-29.0,268,7,52,135,2,36.0
1,2013J,611060,F,Wales,HE Qualification,70-80%,35-55,0,60,N,Pass,-29.0,268,18,135,308,5,85.6
1,2013J,611182,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-27.0,268,7,29,53,4,77.5
1,2013J,611228,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-28.0,268,20,111,266,5,74.6
1,2013J,611268,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,120,N,Fail,-28.0,268,34,220,1041,5,88.8
1,2013J,611315,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,-28.0,268,52,318,1218,5,91.4
1,2013J,611383,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,Distinction,-16.0,268,39,149,261,5,84.0
1,2013J,611531,M,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-21.0,268,92,582,2498,5,89.0
1,2013J,611688,F,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-22.0,268,58,362,1135,5,81.4
1,2013J,611690,F,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-4.0,268,13,50,165,5,74.4
1,2013J,612210,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-24.0,268,28,130,265,4,71.25
1,2013J,612217,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,180,N,Pass,-15.0,268,11,65,130,3,83.0
1,2013J,612252,M,South East Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-24.0,268,23,104,278,5,87.2
1,2013J,612255,M,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-24.0,268,39,175,418,5,86.0
1,2013J,612355,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-24.0,268,33,142,355,4,91.5
1,2013J,612361,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-24.0,268,28,170,434,5,82.4
1,2013J,612484,F,Ireland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-4.0,268,71,368,895,5,84.0
1,2013J,612488,F,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,-8.0,268,54,282,1011,5,87.0
1,2013J,612517,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-16.0,268,5,9,22,3,67.33333333333333
1,2013J,612656,F,South East Region,HE Qualification,90-100%,35-55,0,120,N,Distinction,-22.0,268,27,103,277,5,89.6
1,2013J,612658,F,South East Region,HE Qualification,30-40%,0-35,0,120,N,Distinction,-22.0,268,39,143,369,5,86.8
1,2013J,612661,F,South East Region,HE Qualification,90-100%,35-55,0,120,N,Distinction,-22.0,268,31,143,336,5,89.0
1,2013J,612684,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-22.0,268,34,136,548,5,76.0
1,2013J,612757,M,North Region,HE Qualification,80-90%,35-55,0,120,N,Pass,-22.0,268,43,180,470,5,90.8
1,2013J,612891,F,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-2.0,268,51,389,1227,5,68.2
1,2013J,613158,F,Ireland,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-1.0,268,37,198,432,5,73.2
1,2013J,613160,F,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-2.0,268,12,51,144,4,80.75
1,2013J,613164,F,Ireland,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,-8.0,268,13,42,91,5,73.8
1,2013J,613171,F,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-21.0,268,38,147,356,5,71.6
1,2013J,613173,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-21.0,268,19,173,631,5,75.2
1,2013J,613175,F,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-7.0,268,24,225,576,4,82.25
1,2013J,613177,F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-7.0,268,60,415,967,5,81.4
1,2013J,613191,F,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-7.0,268,12,69,178,1,69.0
1,2013J,613196,F,Ireland,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-7.0,268,9,51,138,5,77.2
1,2013J,613200,F,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,2.0,268,47,221,474,5,69.6
1,2013J,613203,F,Ireland,HE Qualification,60-70%,0-35,0,60,N,Distinction,-7.0,268,23,123,355,5,92.2
1,2013J,613208,F,Ireland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-7.0,268,16,138,551,5,75.8
1,2013J,613293,F,Ireland,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-7.0,268,25,167,350,5,83.2
1,2013J,613298,M,Ireland,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,2.0,268,4,6,8,1,62.0
1,2013J,613416,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-20.0,268,17,84,202,4,79.25
1,2013J,613418,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-20.0,268,47,203,493,5,88.0
1,2013J,613735,F,South East Region,HE Qualification,70-80%,35-55,0,120,N,Distinction,-18.0,268,36,194,437,5,90.4
1,2013J,613738,F,South East Region,HE Qualification,30-40%,0-35,0,120,N,Pass,-18.0,268,58,251,639,5,84.6
1,2013J,614013,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-17.0,268,7,38,68,5,81.4
1,2013J,614064,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-16.0,268,32,113,197,5,77.2
1,2013J,614068,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-16.0,268,32,155,374,5,72.0
1,2013J,614072,F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-16.0,268,49,162,429,5,82.0
1,2013J,614148,F,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Fail,2.0,268,12,59,114,3,67.66666666666667
1,2013J,614495,F,East Anglian Region,Post Graduate Qualification,90-100%,35-55,0,180,N,Distinction,4.0,268,31,135,392,5,87.8
1,2013J,614546,F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,N,Distinction,-15.0,268,63,339,1180,5,91.6
1,2013J,614556,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-15.0,268,29,186,818,5,85.0
1,2013J,615127,F,East Midlands Region,HE Qualification,20-30%,35-55,0,120,N,Distinction,-12.0,268,72,295,1017,5,95.2
1,2013J,615148,F,West Midlands Region,HE Qualification,60-70%,0-35,0,120,N,Withdrawn,-12.0,268,7,45,91,5,77.4
1,2013J,616342,M,Wales,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-11.0,268,34,141,320,5,86.0
1,2013J,616735,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,-9.0,268,26,124,373,5,86.2
1,2013J,617116,F,Wales,HE Qualification,30-40%,0-35,0,60,N,Pass,-5.0,268,15,86,201,3,81.66666666666667
1,2013J,617472,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-5.0,268,18,120,315,5,80.0
1,2013J,619082,F,Ireland,HE Qualification,70-80%,0-35,0,60,N,Pass,5.0,268,78,346,781,4,82.5
1,2013J,619941,F,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Pass,5.0,268,42,397,1886,5,74.2
1,2013J,1105438,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-174.0,268,12,67,315,4,81.0
1,2013J,1170618,F,South East Region,HE Qualification,70-80%,35-55,0,120,N,Distinction,32.0,268,18,103,252,5,89.8
1,2013J,1340766,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-43.0,268,26,148,418,5,87.2
1,2013J,1399285,F,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-36.0,268,28,124,337,5,81.8
1,2013J,1405594,F,North Western Region,Lower Than A Level,70-80%,35-55,0,120,N,Pass,-38.0,268,88,670,3756,5,91.2
1,2013J,1411627,F,West Midlands Region,Lower Than A Level,0-10%,35-55,1,180,Y,Pass,-100.0,268,99,479,1844,5,67.6
1,2013J,1421720,M,North Western Region,HE Qualification,0-10%,35-55,2,120,N,Pass,-178.0,268,44,265,574,5,81.8
1,2013J,1440341,M,Wales,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-63.0,268,64,308,805,5,79.2
1,2013J,1467014,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-16.0,268,64,253,689,5,87.2
1,2013J,1503056,F,South West Region,Lower Than A Level,40-50%,35-55,0,120,Y,Pass,-31.0,268,15,80,145,5,70.2
1,2013J,1521687,F,South Region,HE Qualification,70-80%,35-55,0,120,N,Fail,-31.0,268,9,26,52,3,77.66666666666667
1,2013J,1536774,F,West Midlands Region,Lower Than A Level,10-20,35-55,1,60,N,Pass,-74.0,268,60,308,1113,5,74.2
1,2013J,1541133,F,Scotland,A Level or Equivalent,50-60%,35-55,0,150,Y,Fail,-80.0,268,87,469,1276,5,91.6
1,2013J,1594621,F,South Region,Lower Than A Level,50-60%,55<=,0,60,N,Pass,-29.0,268,9,33,90,4,67.75
1,2013J,1624707,F,South Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,-22.0,268,50,281,830,5,79.6
1,2013J,1627017,F,North Region,HE Qualification,40-50%,35-55,0,120,N,Pass,-22.0,268,37,152,468,5,73.2
1,2013J,1695710,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,120,N,Pass,-101.0,268,37,224,594,5,83.0
1,2013J,1726951,F,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-65.0,268,17,89,205,5,85.6
1,2013J,1731564,F,Ireland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,2.0,268,36,135,332,5,82.6
1,2013J,1778145,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,Y,Pass,-52.0,268,44,248,694,5,83.0
1,2013J,1781804,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,-156.0,268,4,13,23,2,51.5
1,2013J,1797168,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-144.0,268,14,43,151,4,74.5
1,2013J,1886295,F,South Region,A Level or Equivalent,60-70%,35-55,1,60,N,Distinction,-95.0,268,35,110,238,5,90.8
1,2013J,1889565,F,South East Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,-29.0,268,43,177,454,5,81.6
1,2013J,1903677,F,West Midlands Region,Lower Than A Level,60-70%,35-55,1,60,N,Pass,-129.0,268,8,56,312,5,77.8
1,2013J,1910175,F,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-66.0,268,36,215,608,5,86.2
1,2013J,1939695,F,Scotland,Lower Than A Level,30-40%,35-55,2,60,Y,Distinction,-52.0,268,47,256,593,5,81.0
1,2013J,1941248,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,-141.0,268,35,152,571,5,90.2
1,2013J,1946308,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-57.0,268,54,283,602,5,81.2
1,2013J,1963287,F,West Midlands Region,No Formal quals,0-10%,0-35,0,60,N,Fail,-53.0,268,5,30,63,2,59.5
1,2013J,1990650,F,Scotland,Lower Than A Level,40-50%,0-35,3,120,N,Fail,-84.0,268,4,14,31,1,77.0
1,2013J,1993672,F,West Midlands Region,Lower Than A Level,0-10%,35-55,4,60,Y,Withdrawn,-51.0,268,6,22,84,2,36.0
1,2013J,1998790,M,Wales,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,-51.0,268,12,65,156,5,84.2
1,2013J,2001687,F,South Region,A Level or Equivalent,40-50%,35-55,0,60,Y,Pass,-29.0,268,40,73,213,4,84.75
1,2013J,2002046,F,South West Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,-15.0,268,46,158,303,5,82.0
1,2013J,2006283,F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-22.0,268,7,34,81,5,81.6
1,2013J,2023561,M,London Region,Lower Than A Level,30-40%,35-55,5,60,N,Withdrawn,-44.0,268,8,56,136,2,90.0
1,2013J,2029037,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-171.0,268,61,321,1273,5,84.0
1,2013J,2034300,F,London Region,Lower Than A Level,0-10%,35-55,1,60,N,Pass,-91.0,268,10,46,110,5,73.6
1,2013J,2044036,F,South West Region,Lower Than A Level,50-60%,35-55,2,60,N,Fail,-108.0,268,3,20,62,4,69.0
1,2013J,2056947,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-30.0,268,11,76,205,1,72.0
1,2013J,2062995,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,-78.0,268,37,217,501,4,75.5
1,2013J,2072166,F,South Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,-63.0,268,19,79,170,4,70.5
1,2013J,2078479,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Distinction,-66.0,268,98,623,3087,5,89.2
1,2013J,2078768,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-30.0,268,40,200,583,5,79.2
1,2013J,2083576,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-32.0,268,33,179,415,5,80.2
1,2013J,2095379,M,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-28.0,268,10,55,155,5,87.2
1,2013J,2111015,F,Ireland,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-22.0,268,35,120,279,5,70.6
1,2013J,2111666,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-9.0,268,26,183,418,4,86.0
1,2013J,2115711,M,Wales,Lower Than A Level,40-50%,35-55,0,120,N,Pass,-58.0,268,66,368,1032,5,86.6
1,2013J,2128304,F,South East Region,A Level or Equivalent,60-70%,35-55,2,120,N,Pass,-67.0,268,37,171,491,5,82.6
1,2013J,2132966,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-28.0,268,17,108,416,5,82.4
1,2013J,2140444,F,Wales,A Level or Equivalent,50-60%,35-55,1,120,N,Fail,-53.0,268,66,280,1101,6,83.16666666666667
1,2013J,2147687,F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,-148.0,268,14,79,322,3,80.66666666666667
1,2013J,2147929,F,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,-106.0,268,21,93,206,5,79.6
1,2013J,2160453,F,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-195.0,268,64,323,781,5,92.0
1,2013J,2164944,F,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-71.0,268,13,73,208,6,75.66666666666667
1,2013J,2174835,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-63.0,268,8,39,83,5,84.6
1,2013J,2187146,F,South West Region,A Level or Equivalent,30-40%,35-55,0,120,N,Distinction,-45.0,268,86,402,1124,5,91.4
1,2013J,2196054,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-53.0,268,66,296,1167,5,79.6
1,2013J,2210666,F,London Region,No Formal quals,50-60%,0-35,0,60,N,Fail,-114.0,268,6,24,66,3,61.666666666666664
1,2013J,2214631,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,Pass,-4.0,268,23,106,239,5,84.2
1,2013J,2226301,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,1,60,N,Pass,-43.0,268,28,91,226,5,75.6
1,2013J,2229783,F,London Region,HE Qualification,0-10%,35-55,0,60,N,Fail,-35.0,268,23,133,295,3,77.0
1,2013J,2239140,F,South Region,A Level or Equivalent,30-40%,35-55,2,60,N,Fail,-167.0,268,19,111,245,2,82.5
1,2013J,2242290,F,North Western Region,HE Qualification,50-60%,35-55,1,60,N,Fail,-94.0,268,24,196,595,3,74.66666666666667
1,2013J,2262671,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-74.0,268,3,26,60,2,68.5
1,2013J,2266650,F,London Region,No Formal quals,20-30%,0-35,0,60,N,Fail,-28.0,268,13,68,133,3,76.66666666666667
1,2013J,2271644,M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,Pass,-10.0,268,19,90,283,4,65.25
1,2013J,2280314,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-67.0,268,54,304,906,5,89.4
1,2013J,2282129,F,South West Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,-31.0,268,8,43,129,4,74.75
1,2013J,2284583,F,London Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,-22.0,268,37,241,578,5,63.6
1,2013J,2294490,F,Scotland,HE Qualification,40-50%,0-35,1,180,N,Fail,-102.0,268,53,275,899,3,91.0
1,2013J,2299338,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,-18.0,268,42,170,375,5,91.2
1,2013J,2318763,F,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-149.0,268,40,256,668,2,90.0
1,2013J,2320306,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-190.0,268,80,433,1311,5,94.4
1,2013J,2334319,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-28.0,268,76,399,1113,5,90.0
1,2013J,2338586,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,120,N,Distinction,-22.0,268,10,54,155,5,82.8
1,2013J,2349825,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,220,N,Withdrawn,-161.0,268,23,201,491,4,79.0
1,2013J,2356809,F,Ireland,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,5.0,268,43,193,527,5,88.8
1,2013J,2363875,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass,-53.0,268,18,120,235,3,79.66666666666667
1,2013J,2382253,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,-143.0,268,27,157,283,4,81.25
1,2013J,2390117,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-83.0,268,31,110,246,5,89.0
1,2013J,2392824,F,South East Region,Lower Than A Level,50-60%,0-35,1,60,N,Pass,-60.0,268,33,145,369,5,88.0
1,2013J,2396786,F,Ireland,A Level or Equivalent,10-20,35-55,0,60,N,Fail,-4.0,268,10,52,166,2,82.5
1,2013J,2400851,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-31.0,268,31,121,387,5,69.4
1,2013J,2411595,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,Y,Pass,-24.0,268,39,217,741,4,76.75
1,2013J,2415414,F,Scotland,HE Qualification,20-30%,0-35,0,120,N,Distinction,-14.0,268,36,193,569,5,87.4
1,2013J,2416774,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,-60.0,268,43,189,387,5,82.6
1,2013J,2420909,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-2.0,268,4,25,47,5,86.6
1,2013J,2421929,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,1,195,N,Fail,1.0,268,23,76,217,3,83.0
1,2013J,2425156,F,East Anglian Region,HE Qualification,30-40%,35-55,0,180,N,Pass,-36.0,268,21,74,199,5,68.8
1,2013J,2444641,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,Y,Fail,-45.0,268,31,126,251,5,72.6
1,2013J,2451269,F,Scotland,Lower Than A Level,50-60%,0-35,0,180,N,Pass,-25.0,268,55,210,478,5,82.8
1,2013J,2452289,F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-102.0,268,39,228,587,5,89.0
1,2013J,2453657,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-83.0,268,23,72,141,5,61.4
1,2013J,2455066,F,Yorkshire Region,HE Qualification,10-20,35-55,0,60,N,Pass,-16.0,268,50,303,1333,5,82.0
1,2013J,2455578,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-4.0,268,34,176,534,5,82.0
1,2013J,2459051,F,North Western Region,Lower Than A Level,10-20,35-55,1,60,N,Fail,-60.0,268,4,25,52,1,0.0
1,2013J,2460002,F,South Region,HE Qualification,60-70%,0-35,0,60,N,Fail,-30.0,268,3,17,132,2,83.0
1,2013J,2463213,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,90,N,Pass,-148.0,268,112,823,6206,5,90.6
1,2013J,2463950,F,London Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass,-144.0,268,28,94,201,5,85.4
1,2013J,2464683,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,90,Y,Pass,-67.0,268,33,419,965,5,79.2
1,2013J,2468280,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-170.0,268,5,24,63,5,84.0
1,2013J,2468706,F,Scotland,HE Qualification,70-80%,35-55,0,75,N,Distinction,-32.0,268,27,162,452,5,92.4
1,2013J,2473780,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Distinction,-100.0,268,60,355,944,5,90.2
1,2013J,2510414,M,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-129.0,268,5,29,83,5,53.0
1,2013J,2512392,F,Wales,Lower Than A Level,90-100%,35-55,1,60,N,Pass,-67.0,268,7,29,47,7,88.42857142857143
1,2013J,2514379,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-60.0,268,15,53,115,5,76.0
1,2013J,2528352,F,West Midlands Region,Lower Than A Level,10-20,0-35,2,60,N,Fail,-128.0,268,16,53,104,5,63.8
