code_module,code_presentation,id_student,gender,highest_education,age_band,num_of_prev_attempts,disability,final_result,date_registration,module_presentation_length,avg_daily_activities,total_days_studied,mean_clicks_per_day,pct_days_studied
CCC,2014B,490587,M,Lower Than A Level,0-35,0,Y,Fail,-45.0,241,5.368421052631579,19,20.63157894736842,0.2111111111111111
CCC,2014B,490662,M,A Level or Equivalent,0-35,0,N,Fail,-40.0,241,5.157894736842105,19,16.473684210526315,0.2111111111111111
CCC,2014B,490769,F,A Level or Equivalent,0-35,0,N,Withdrawn,-155.0,241,2.96875,32,12.84375,0.35555555555555557
CCC,2014B,491170,M,A Level or Equivalent,0-35,0,N,Withdrawn,-93.0,241,5.25,24,12.0,0.26666666666666666
CCC,2014B,491232,M,Lower Than A Level,0-35,0,Y,Fail,-148.0,241,2.888888888888889,9,3.888888888888889,0.1
CCC,2014B,491742,M,Lower Than A Level,0-35,0,N,Fail,-53.0,241,4.636363636363637,11,15.545454545454545,0.12222222222222222
CCC,2014B,491843,F,Lower Than A Level,0-35,0,Y,Withdrawn,-22.0,241,6.090909090909091,11,18.181818181818183,0.12222222222222222
CCC,2014B,492357,M,A Level or Equivalent,35-55,0,N,Withdrawn,-71.0,241,5.930232558139535,86,24.86046511627907,0.9555555555555556
CCC,2014B,492900,M,A Level or Equivalent,0-35,0,Y,Pass,-67.0,241,3.55,20,9.5,0.2222222222222222
CCC,2014B,493822,F,HE Qualification,0-35,0,N,Withdrawn,-47.0,241,7.4375,48,15.375,0.5333333333333333
CCC,2014B,494389,F,A Level or Equivalent,0-35,0,Y,Fail,-155.0,241,11.5,2,26.5,0.022222222222222223
CCC,2014B,495320,M,Lower Than A Level,0-35,0,N,Pass,-155.0,241,3.6470588235294117,34,17.441176470588236,0.37777777777777777
CCC,2014B,497080,M,Lower Than A Level,0-35,0,N,Withdrawn,-25.0,241,3.5714285714285716,14,6.714285714285714,0.15555555555555556
CCC,2014B,498043,M,A Level or Equivalent,0-35,0,N,Fail,-82.0,241,3.764705882352941,17,12.882352941176471,0.18888888888888888
CCC,2014B,498138,M,Lower Than A Level,0-35,0,N,Fail,-148.0,241,3.4074074074074074,27,11.11111111111111,0.3
CCC,2014B,498741,M,HE Qualification,0-35,0,N,Fail,-25.0,241,6.666666666666667,9,30.22222222222222,0.1
CCC,2014B,500006,M,A Level or Equivalent,0-35,0,Y,Fail,-41.0,241,2.8846153846153846,26,4.769230769230769,0.28888888888888886
CCC,2014B,500597,M,A Level or Equivalent,35-55,0,N,Fail,-22.0,241,5.4375,32,25.3125,0.35555555555555557
CCC,2014B,501443,M,HE Qualification,0-35,0,N,Fail,-150.0,241,4.142857142857143,21,18.761904761904763,0.23333333333333334
CCC,2014B,501652,F,A Level or Equivalent,0-35,0,N,Fail,-62.0,241,5.88,25,27.92,0.2777777777777778
CCC,2014B,502465,M,A Level or Equivalent,35-55,0,N,Pass,-192.0,241,4.931818181818182,44,16.454545454545453,0.4888888888888889
CCC,2014B,502554,M,HE Qualification,35-55,0,N,Distinction,-17.0,241,4.291666666666667,48,7.895833333333333,0.5333333333333333
CCC,2014B,502833,M,Lower Than A Level,0-35,0,N,Fail,-136.0,241,4.333333333333333,3,10.0,0.03333333333333333
CCC,2014B,502929,M,Lower Than A Level,35-55,0,N,Withdrawn,-96.0,241,6.2631578947368425,19,16.68421052631579,0.2111111111111111
CCC,2014B,503469,M,A Level or Equivalent,0-35,0,N,Fail,-108.0,241,7.0,23,39.608695652173914,0.25555555555555554
CCC,2014B,503872,M,A Level or Equivalent,0-35,0,N,Withdrawn,-16.0,241,3.9285714285714284,14,8.928571428571429,0.15555555555555556
CCC,2014B,504057,F,A Level or Equivalent,0-35,0,Y,Withdrawn,-12.0,241,3.75,8,11.625,0.08888888888888889
CCC,2014B,505520,M,A Level or Equivalent,0-35,0,N,Withdrawn,-25.0,241,5.444444444444445,9,20.11111111111111,0.1
CCC,2014B,505767,M,HE Qualification,0-35,0,N,Pass,-75.0,241,5.3478260869565215,23,34.26086956521739,0.25555555555555554
CCC,2014B,506206,F,Lower Than A Level,0-35,0,Y,Distinction,-124.0,241,7.732142857142857,56,30.392857142857142,0.6222222222222222
CCC,2014B,507034,M,Post Graduate Qualification,35-55,0,N,Pass,-45.0,241,4.634146341463414,41,17.29268292682927,0.45555555555555555
CCC,2014B,507388,M,HE Qualification,35-55,0,N,Withdrawn,-22.0,241,6.0,11,22.636363636363637,0.12222222222222222
CCC,2014B,507523,M,HE Qualification,0-35,0,N,Pass,-155.0,241,2.71875,32,7.9375,0.35555555555555557
CCC,2014B,509029,F,A Level or Equivalent,0-35,0,N,Pass,-89.0,241,5.714285714285714,28,23.142857142857142,0.3111111111111111
CCC,2014B,509183,F,Lower Than A Level,35-55,0,N,Distinction,-81.0,241,4.629032258064516,62,20.548387096774192,0.6888888888888889
CCC,2014B,509649,M,A Level or Equivalent,0-35,0,N,Fail,-29.0,241,3.6666666666666665,15,10.666666666666666,0.16666666666666666
CCC,2014B,509839,M,Post Graduate Qualification,0-35,0,N,Pass,-165.0,241,5.566666666666666,30,12.733333333333333,0.3333333333333333
CCC,2014B,510070,F,HE Qualification,0-35,0,N,Withdrawn,-47.0,241,4.818181818181818,44,24.886363636363637,0.4888888888888889
CCC,2014B,510694,M,Lower Than A Level,0-35,0,N,Withdrawn,-144.0,241,2.142857142857143,7,3.7142857142857144,0.07777777777777778
CCC,2014B,510914,M,HE Qualification,35-55,0,N,Withdrawn,-179.0,241,4.534883720930233,43,16.627906976744185,0.4777777777777778
CCC,2014B,511473,F,A Level or Equivalent,0-35,0,N,Pass,-103.0,241,5.195652173913044,46,15.5,0.5111111111111111
CCC,2014B,511657,M,A Level or Equivalent,0-35,0,N,Fail,-22.0,241,5.3,10,15.8,0.1111111111111111
CCC,2014B,512353,M,A Level or Equivalent,0-35,0,N,Fail,-24.0,241,3.4,10,13.5,0.1111111111111111
CCC,2014B,512475,M,Post Graduate Qualification,35-55,0,N,Distinction,-22.0,241,6.770833333333333,48,23.291666666666668,0.5333333333333333
CCC,2014B,512582,M,Lower Than A Level,0-35,0,N,Withdrawn,-136.0,241,3.4,20,24.05,0.2222222222222222
CCC,2014B,513638,F,A Level or Equivalent,0-35,0,N,Distinction,-40.0,241,7.3076923076923075,13,28.53846153846154,0.14444444444444443
CCC,2014B,513934,M,Lower Than A Level,0-35,0,N,Withdrawn,-25.0,241,4.661290322580645,62,12.548387096774194,0.6888888888888889
CCC,2014B,514000,M,A Level or Equivalent,0-35,0,N,Fail,-22.0,241,4.714285714285714,7,24.428571428571427,0.07777777777777778
CCC,2014B,514186,F,HE Qualification,35-55,0,Y,Fail,-25.0,241,7.55,20,24.5,0.2222222222222222
CCC,2014B,515046,M,Lower Than A Level,0-35,0,Y,Pass,-192.0,241,6.7368421052631575,57,26.280701754385966,0.6333333333333333
CCC,2014B,515278,M,A Level or Equivalent,35-55,0,N,Fail,-61.0,241,9.166666666666666,6,50.166666666666664,0.06666666666666667
CCC,2014B,515515,M,A Level or Equivalent,35-55,0,N,Fail,-29.0,241,4.92,25,18.64,0.2777777777777778
CCC,2014B,515774,M,A Level or Equivalent,35-55,0,N,Pass,-191.0,241,4.419354838709677,31,16.838709677419356,0.34444444444444444
CCC,2014B,515936,M,Lower Than A Level,0-35,0,Y,Withdrawn,-10.0,241,1.56,25,2.92,0.2777777777777778
CCC,2014B,516024,M,Lower Than A Level,0-35,0,N,Pass,-171.0,241,3.9056603773584904,53,11.622641509433961,0.5888888888888889
CCC,2014B,516238,M,Lower Than A Level,0-35,0,N,Distinction,-179.0,241,4.351351351351352,37,12.81081081081081,0.4111111111111111
CCC,2014B,516496,M,Lower Than A Level,0-35,0,N,Pass,-22.0,241,5.666666666666667,21,15.238095238095237,0.23333333333333334
CCC,2014B,516726,M,A Level or Equivalent,0-35,0,N,Distinction,-24.0,241,4.2894736842105265,38,13.473684210526315,0.4222222222222222
CCC,2014B,517999,F,Lower Than A Level,35-55,0,N,Distinction,-25.0,241,6.438202247191011,89,19.820224719101123,0.9888888888888889
CCC,2014B,518116,M,Lower Than A Level,0-35,0,N,Fail,-66.0,241,3.25,12,6.333333333333333,0.13333333333333333
CCC,2014B,518363,M,HE Qualification,0-35,0,N,Pass,-85.0,241,4.964285714285714,28,26.571428571428573,0.3111111111111111
CCC,2014B,519544,F,Lower Than A Level,0-35,0,N,Pass,-200.0,241,4.230769230769231,13,11.307692307692308,0.14444444444444443
CCC,2014B,519589,M,A Level or Equivalent,0-35,0,N,Fail,-47.0,241,5.25,12,15.0,0.13333333333333333
CCC,2014B,520377,F,A Level or Equivalent,0-35,0,N,Pass,-141.0,241,8.022222222222222,45,23.844444444444445,0.5
CCC,2014B,520588,M,Lower Than A Level,35-55,0,N,Fail,-44.0,241,6.181818181818182,55,16.89090909090909,0.6111111111111112
CCC,2014B,521297,M,A Level or Equivalent,0-35,0,Y,Pass,-129.0,241,4.641791044776119,67,13.059701492537313,0.7444444444444445
CCC,2014B,521614,M,HE Qualification,35-55,0,N,Distinction,-57.0,241,5.633333333333334,90,20.0,1.0
CCC,2014B,522484,M,A Level or Equivalent,0-35,0,N,Fail,-170.0,241,6.916666666666667,12,26.083333333333332,0.13333333333333333
CCC,2014B,523061,M,A Level or Equivalent,0-35,0,N,Pass,-66.0,241,4.157894736842105,19,13.578947368421053,0.2111111111111111
CCC,2014B,523079,M,A Level or Equivalent,0-35,0,N,Pass,-25.0,241,3.1463414634146343,41,11.048780487804878,0.45555555555555555
CCC,2014B,523335,M,HE Qualification,0-35,0,N,Withdrawn,-52.0,241,5.3076923076923075,13,23.384615384615383,0.14444444444444443
CCC,2014B,523710,M,A Level or Equivalent,0-35,0,N,Fail,-93.0,241,5.75,12,23.75,0.13333333333333333
CCC,2014B,524128,M,Lower Than A Level,0-35,0,N,Distinction,-190.0,241,5.610169491525424,59,18.203389830508474,0.6555555555555556
CCC,2014B,524295,F,A Level or Equivalent,0-35,0,N,Pass,-117.0,241,4.545454545454546,33,16.242424242424242,0.36666666666666664
CCC,2014B,524378,F,A Level or Equivalent,35-55,0,N,Pass,-193.0,241,6.888888888888889,27,25.59259259259259,0.3
CCC,2014B,524386,M,A Level or Equivalent,0-35,0,N,Fail,-138.0,241,4.5,12,16.166666666666668,0.13333333333333333
CCC,2014B,525332,M,Lower Than A Level,0-35,0,Y,Fail,-29.0,241,4.115384615384615,26,12.846153846153847,0.28888888888888886
CCC,2014B,525832,F,HE Qualification,35-55,0,N,Pass,-198.0,241,6.186440677966102,59,23.76271186440678,0.6555555555555556
CCC,2014B,526073,M,A Level or Equivalent,0-35,0,N,Withdrawn,-88.0,241,3.814814814814815,27,9.185185185185185,0.3
CCC,2014B,526235,M,HE Qualification,0-35,0,N,Withdrawn,-127.0,241,6.214285714285714,14,20.5,0.15555555555555556
CCC,2014B,526564,M,HE Qualification,35-55,0,N,Withdrawn,-43.0,241,6.4743589743589745,78,28.205128205128204,0.8666666666666667
CCC,2014B,526876,M,Lower Than A Level,0-35,0,N,Fail,-204.0,241,8.151515151515152,33,26.12121212121212,0.36666666666666664
CCC,2014B,526927,M,A Level or Equivalent,0-35,0,N,Pass,-93.0,241,4.195652173913044,46,8.369565217391305,0.5111111111111111
CCC,2014B,527771,M,Lower Than A Level,0-35,0,N,Fail,-121.0,241,5.769230769230769,26,27.03846153846154,0.28888888888888886
CCC,2014B,527826,F,HE Qualification,0-35,0,N,Distinction,-92.0,241,10.1,70,41.285714285714285,0.7777777777777778
CCC,2014B,527964,M,A Level or Equivalent,0-35,0,N,Pass,-12.0,241,6.909090909090909,22,23.136363636363637,0.24444444444444444
CCC,2014B,528023,M,Lower Than A Level,0-35,0,N,Fail,-24.0,241,3.2142857142857144,14,15.357142857142858,0.15555555555555556
CCC,2014B,528066,M,HE Qualification,35-55,0,N,Pass,-17.0,241,7.137931034482759,29,24.862068965517242,0.32222222222222224
CCC,2014B,528892,M,A Level or Equivalent,0-35,0,N,Pass,-171.0,241,4.53125,32,12.5625,0.35555555555555557
CCC,2014B,529025,M,A Level or Equivalent,35-55,0,N,Pass,-100.0,241,5.333333333333333,39,18.71794871794872,0.43333333333333335
CCC,2014B,529073,M,Lower Than A Level,0-35,0,N,Withdrawn,-144.0,241,3.5,16,18.25,0.17777777777777778
CCC,2014B,529078,M,HE Qualification,0-35,0,N,Fail,-25.0,241,6.212121212121212,33,19.12121212121212,0.36666666666666664
CCC,2014B,529434,M,Lower Than A Level,0-35,0,N,Pass,-95.0,241,5.368421052631579,19,16.210526315789473,0.2111111111111111
CCC,2014B,530481,M,Lower Than A Level,0-35,0,N,Withdrawn,-29.0,241,2.6666666666666665,3,3.0,0.03333333333333333
CCC,2014B,530650,M,HE Qualification,0-35,0,N,Pass,-57.0,241,7.666666666666667,9,18.0,0.1
CCC,2014B,530936,M,A Level or Equivalent,0-35,0,N,Withdrawn,-17.0,241,6.916666666666667,12,17.583333333333332,0.13333333333333333
CCC,2014B,532020,M,HE Qualification,0-35,0,N,Pass,-197.0,241,4.75,24,13.333333333333334,0.26666666666666666
CCC,2014B,532350,M,HE Qualification,35-55,0,N,Pass,-129.0,241,5.064516129032258,31,25.419354838709676,0.34444444444444444
CCC,2014B,532531,M,Lower Than A Level,0-35,0,N,Fail,-5.0,241,4.8,10,17.6,0.1111111111111111
CCC,2014B,532718,M,HE Qualification,35-55,0,N,Pass,-141.0,241,4.25,12,10.583333333333334,0.13333333333333333
CCC,2014B,532859,M,HE Qualification,0-35,0,N,Fail,-124.0,241,3.727272727272727,11,9.090909090909092,0.12222222222222222
CCC,2014B,533004,M,HE Qualification,0-35,0,N,Fail,-151.0,241,3.8,10,6.1,0.1111111111111111
CCC,2014B,534074,M,HE Qualification,35-55,0,N,Withdrawn,-34.0,241,1.0,1,2.0,0.011111111111111112
CCC,2014B,535047,M,A Level or Equivalent,0-35,0,N,Pass,-28.0,241,6.7272727272727275,11,31.09090909090909,0.12222222222222222
CCC,2014B,535682,M,Lower Than A Level,0-35,0,N,Fail,-36.0,241,7.0,2,32.5,0.022222222222222223
CCC,2014B,536032,M,A Level or Equivalent,0-35,0,N,Fail,-29.0,241,7.0,3,32.666666666666664,0.03333333333333333
CCC,2014B,536170,M,HE Qualification,35-55,0,N,Distinction,-54.0,241,6.69620253164557,79,21.49367088607595,0.8777777777777778
CCC,2014B,536435,M,A Level or Equivalent,0-35,0,N,Fail,-148.0,241,5.12962962962963,54,19.72222222222222,0.6
CCC,2014B,536536,M,Lower Than A Level,0-35,0,N,Withdrawn,-47.0,241,3.125,16,11.6875,0.17777777777777778
CCC,2014B,537322,M,A Level or Equivalent,35-55,0,N,Pass,-25.0,241,6.55,20,24.55,0.2222222222222222
CCC,2014B,537603,M,Lower Than A Level,0-35,0,N,Fail,-141.0,241,4.9375,32,23.5,0.35555555555555557
CCC,2014B,537606,F,A Level or Equivalent,0-35,0,N,Fail,-116.0,241,6.0,15,20.466666666666665,0.16666666666666666
CCC,2014B,537654,M,A Level or Equivalent,0-35,0,Y,Withdrawn,-114.0,241,5.107142857142857,28,13.428571428571429,0.3111111111111111
CCC,2014B,537658,F,Lower Than A Level,0-35,0,N,Fail,-22.0,241,2.0,6,3.5,0.06666666666666667
CCC,2014B,538887,M,Lower Than A Level,35-55,0,N,Withdrawn,-22.0,241,7.714285714285714,14,35.5,0.15555555555555556
CCC,2014B,539514,F,Lower Than A Level,0-35,0,N,Fail,-85.0,241,4.8108108108108105,37,13.594594594594595,0.4111111111111111
CCC,2014B,539784,M,A Level or Equivalent,0-35,0,N,Pass,-103.0,241,5.764705882352941,51,18.352941176470587,0.5666666666666667
CCC,2014B,539971,F,HE Qualification,0-35,0,N,Pass,-25.0,241,4.666666666666667,12,15.25,0.13333333333333333
CCC,2014B,541003,M,A Level or Equivalent,0-35,0,N,Fail,-25.0,241,5.891891891891892,37,15.891891891891891,0.4111111111111111
CCC,2014B,542050,M,HE Qualification,0-35,0,N,Withdrawn,-22.0,241,3.9166666666666665,24,16.958333333333332,0.26666666666666666
CCC,2014B,543170,M,Lower Than A Level,0-35,0,Y,Pass,-157.0,241,3.4871794871794872,39,8.179487179487179,0.43333333333333335
CCC,2014B,543417,M,A Level or Equivalent,0-35,0,N,Withdrawn,-205.0,241,4.722222222222222,18,12.38888888888889,0.2
CCC,2014B,543475,M,A Level or Equivalent,0-35,0,N,Fail,-29.0,241,6.428571428571429,35,19.228571428571428,0.3888888888888889
CCC,2014B,543678,M,A Level or Equivalent,0-35,0,N,Pass,-36.0,241,5.25,16,14.3125,0.17777777777777778
CCC,2014B,543924,M,A Level or Equivalent,0-35,0,N,Fail,-28.0,241,3.25,4,6.5,0.044444444444444446
CCC,2014B,543948,M,Lower Than A Level,0-35,0,N,Pass,-100.0,241,4.951612903225806,62,19.5,0.6888888888888889
CCC,2014B,544090,M,A Level or Equivalent,0-35,0,N,Fail,-138.0,241,4.090909090909091,33,16.21212121212121,0.36666666666666664
CCC,2014B,544490,M,A Level or Equivalent,0-35,0,N,Pass,-45.0,241,4.611111111111111,18,19.38888888888889,0.2
CCC,2014B,544594,M,A Level or Equivalent,0-35,0,N,Distinction,-96.0,241,5.278688524590164,61,31.0,0.6777777777777778
CCC,2014B,544839,M,A Level or Equivalent,35-55,0,N,Distinction,-99.0,241,8.657142857142857,105,27.8,1.1666666666666667
CCC,2014B,545045,M,Lower Than A Level,0-35,0,N,Fail,-150.0,241,3.7222222222222223,18,12.38888888888889,0.2
CCC,2014B,545740,M,A Level or Equivalent,0-35,0,N,Pass,-22.0,241,3.586206896551724,29,19.724137931034484,0.32222222222222224
CCC,2014B,545747,M,HE Qualification,35-55,0,N,Pass,-124.0,241,7.090909090909091,55,23.054545454545455,0.6111111111111112
CCC,2014B,546675,F,A Level or Equivalent,0-35,0,N,Withdrawn,-17.0,241,3.210526315789474,19,5.684210526315789,0.2111111111111111
CCC,2014B,547287,M,HE Qualification,35-55,0,N,Distinction,-22.0,241,6.915492957746479,71,21.802816901408452,0.7888888888888889
CCC,2014B,547332,F,HE Qualification,35-55,0,N,Withdrawn,-101.0,241,6.323076923076923,65,24.876923076923077,0.7222222222222222
CCC,2014B,547413,F,No Formal quals,0-35,0,N,Fail,-60.0,241,5.517241379310345,58,18.0,0.6444444444444445
CCC,2014B,548261,M,Lower Than A Level,35-55,0,N,Fail,-54.0,241,6.303030303030303,33,18.636363636363637,0.36666666666666664
CCC,2014B,548386,M,HE Qualification,0-35,0,N,Distinction,-57.0,241,6.964285714285714,28,41.32142857142857,0.3111111111111111
CCC,2014B,548509,M,HE Qualification,35-55,0,N,Distinction,-22.0,241,6.366197183098592,71,17.47887323943662,0.7888888888888889
CCC,2014B,548677,M,A Level or Equivalent,35-55,0,N,Pass,-67.0,241,4.045454545454546,66,12.803030303030303,0.7333333333333333
CCC,2014B,548764,M,A Level or Equivalent,0-35,0,N,Fail,-24.0,241,9.166666666666666,12,62.916666666666664,0.13333333333333333
CCC,2014B,549928,M,A Level or Equivalent,0-35,0,N,Fail,-138.0,241,2.6666666666666665,12,6.5,0.13333333333333333
CCC,2014B,549951,F,A Level or Equivalent,0-35,0,N,Pass,-22.0,241,4.166666666666667,12,9.25,0.13333333333333333
CCC,2014B,550092,M,A Level or Equivalent,35-55,0,N,Fail,-92.0,241,7.043478260869565,23,21.304347826086957,0.25555555555555554
CCC,2014B,550545,F,A Level or Equivalent,0-35,0,N,Withdrawn,-47.0,241,7.576470588235294,85,24.458823529411763,0.9444444444444444
CCC,2014B,550812,M,A Level or Equivalent,0-35,0,N,Withdrawn,-36.0,241,2.6875,16,8.0625,0.17777777777777778
CCC,2014B,551115,M,A Level or Equivalent,0-35,0,N,Pass,-100.0,241,4.864406779661017,59,13.101694915254237,0.6555555555555556
CCC,2014B,551267,F,A Level or Equivalent,0-35,0,N,Pass,-27.0,241,4.918918918918919,37,15.864864864864865,0.4111111111111111
CCC,2014B,551304,F,Lower Than A Level,35-55,0,N,Pass,-24.0,241,5.66,50,20.42,0.5555555555555556
CCC,2014B,551478,M,A Level or Equivalent,55<=,0,N,Pass,-59.0,241,4.827586206896552,29,12.275862068965518,0.32222222222222224
CCC,2014B,551604,M,A Level or Equivalent,35-55,0,N,Fail,-15.0,241,5.5,14,32.5,0.15555555555555556
CCC,2014B,551856,M,Lower Than A Level,0-35,0,N,Fail,-82.0,241,3.588235294117647,17,19.176470588235293,0.18888888888888888
CCC,2014B,551902,M,Lower Than A Level,0-35,0,N,Fail,-74.0,241,5.964285714285714,28,41.42857142857143,0.3111111111111111
CCC,2014B,552441,F,A Level or Equivalent,0-35,0,N,Distinction,-51.0,241,7.771929824561403,57,25.035087719298247,0.6333333333333333
CCC,2014B,552498,F,A Level or Equivalent,35-55,0,N,Withdrawn,-144.0,241,6.125,8,28.125,0.08888888888888889
CCC,2014B,552913,M,Lower Than A Level,0-35,0,N,Pass,-50.0,241,3.5,18,11.222222222222221,0.2
CCC,2014B,553021,M,A Level or Equivalent,0-35,0,N,Distinction,-28.0,241,7.4,55,26.345454545454544,0.6111111111111112
CCC,2014B,553394,F,HE Qualification,35-55,0,N,Pass,-28.0,241,6.72463768115942,69,22.768115942028984,0.7666666666666667
CCC,2014B,553655,F,A Level or Equivalent,0-35,0,N,Pass,-41.0,241,4.9,30,27.333333333333332,0.3333333333333333
CCC,2014B,553741,M,A Level or Equivalent,0-35,0,N,Withdrawn,-25.0,241,3.5416666666666665,24,14.666666666666666,0.26666666666666666
CCC,2014B,554141,M,Lower Than A Level,0-35,0,N,Pass,-150.0,241,3.4,10,18.4,0.1111111111111111
CCC,2014B,554205,M,Lower Than A Level,0-35,0,N,Fail,-28.0,241,6.68,75,25.986666666666668,0.8333333333333334
CCC,2014B,554583,M,Lower Than A Level,0-35,0,N,Pass,-131.0,241,6.185185185185185,27,19.77777777777778,0.3
CCC,2014B,554870,M,Lower Than A Level,0-35,0,N,Pass,-17.0,241,8.666666666666666,15,34.0,0.16666666666666666
CCC,2014B,554951,F,A Level or Equivalent,0-35,0,Y,Pass,-64.0,241,3.8620689655172415,29,9.03448275862069,0.32222222222222224
CCC,2014B,555008,M,A Level or Equivalent,0-35,0,N,Pass,-46.0,241,4.225,40,12.45,0.4444444444444444
CCC,2014B,556246,M,Lower Than A Level,0-35,0,N,Distinction,-46.0,241,6.868421052631579,38,20.605263157894736,0.4222222222222222
CCC,2014B,556295,M,Lower Than A Level,0-35,0,N,Distinction,-29.0,241,6.287671232876712,73,16.0,0.8111111111111111
CCC,2014B,556584,M,HE Qualification,35-55,0,N,Pass,-22.0,241,7.771428571428571,35,36.457142857142856,0.3888888888888889
CCC,2014B,556587,M,A Level or Equivalent,35-55,0,N,Fail,-28.0,241,4.644444444444445,45,12.466666666666667,0.5
CCC,2014B,556858,F,A Level or Equivalent,35-55,0,N,Pass,-96.0,241,3.0,18,17.0,0.2
CCC,2014B,557172,M,Lower Than A Level,0-35,0,N,Fail,-29.0,241,7.5,2,14.0,0.022222222222222223
CCC,2014B,557995,M,HE Qualification,0-35,0,N,Withdrawn,-16.0,241,3.106382978723404,47,8.042553191489361,0.5222222222222223
CCC,2014B,558122,M,Post Graduate Qualification,35-55,0,N,Fail,-54.0,241,10.25,4,55.75,0.044444444444444446
CCC,2014B,558444,F,Lower Than A Level,0-35,0,N,Fail,6.0,241,1.0,1,1.0,0.011111111111111112
CCC,2014B,558518,M,HE Qualification,0-35,0,N,Pass,-25.0,241,4.15,20,15.4,0.2222222222222222
CCC,2014B,558616,M,Lower Than A Level,0-35,0,N,Pass,-53.0,241,7.275,40,30.325,0.4444444444444444
CCC,2014B,558914,F,A Level or Equivalent,0-35,0,N,Fail,-74.0,241,4.865853658536586,82,14.573170731707316,0.9111111111111111
CCC,2014B,559157,M,Lower Than A Level,0-35,0,N,Withdrawn,-24.0,241,5.791666666666667,24,16.083333333333332,0.26666666666666666
CCC,2014B,559469,F,Lower Than A Level,0-35,0,N,Withdrawn,-122.0,241,3.769230769230769,13,6.538461538461538,0.14444444444444443
CCC,2014B,559706,M,Lower Than A Level,0-35,0,N,Pass,-22.0,241,5.541666666666667,24,17.875,0.26666666666666666
CCC,2014B,559770,M,HE Qualification,35-55,0,N,Pass,-22.0,241,6.633802816901408,71,22.464788732394368,0.7888888888888889
CCC,2014B,559977,M,Lower Than A Level,0-35,0,N,Fail,-22.0,241,5.285714285714286,7,20.857142857142858,0.07777777777777778
CCC,2014B,560311,M,Lower Than A Level,0-35,0,N,Distinction,-28.0,241,6.363636363636363,55,28.818181818181817,0.6111111111111112
CCC,2014B,560494,M,A Level or Equivalent,0-35,0,Y,Pass,-46.0,241,4.254901960784314,51,11.666666666666666,0.5666666666666667
CCC,2014B,560951,M,A Level or Equivalent,35-55,0,N,Fail,-65.0,241,5.739130434782608,23,17.869565217391305,0.25555555555555554
CCC,2014B,561363,M,Post Graduate Qualification,35-55,0,N,Pass,-29.0,241,4.090909090909091,22,13.681818181818182,0.24444444444444444
CCC,2014B,561559,M,HE Qualification,35-55,0,N,Pass,-123.0,241,3.4411764705882355,34,15.588235294117647,0.37777777777777777
CCC,2014B,561774,M,A Level or Equivalent,0-35,0,N,Pass,-102.0,241,4.895833333333333,48,19.333333333333332,0.5333333333333333
CCC,2014B,562450,F,A Level or Equivalent,0-35,0,N,Pass,-79.0,241,3.235294117647059,34,12.676470588235293,0.37777777777777777
CCC,2014B,562825,M,HE Qualification,35-55,0,N,Pass,-22.0,241,6.1875,16,17.8125,0.17777777777777778
CCC,2014B,563046,M,A Level or Equivalent,0-35,0,N,Pass,-85.0,241,3.9444444444444446,18,13.833333333333334,0.2
CCC,2014B,563631,M,A Level or Equivalent,0-35,0,N,Fail,-44.0,241,7.166666666666667,6,19.833333333333332,0.06666666666666667
CCC,2014B,563819,M,A Level or Equivalent,0-35,0,Y,Pass,-177.0,241,4.818181818181818,11,17.181818181818183,0.12222222222222222
CCC,2014B,565399,M,HE Qualification,0-35,0,N,Distinction,-17.0,241,5.51063829787234,47,20.72340425531915,0.5222222222222223
CCC,2014B,565838,M,A Level or Equivalent,0-35,0,N,Fail,-44.0,241,5.761904761904762,21,36.04761904761905,0.23333333333333334
CCC,2014B,566310,M,A Level or Equivalent,35-55,0,N,Pass,-176.0,241,5.315068493150685,73,26.972602739726028,0.8111111111111111
CCC,2014B,566428,M,A Level or Equivalent,0-35,0,N,Distinction,-22.0,241,6.428571428571429,7,17.285714285714285,0.07777777777777778
CCC,2014B,566670,M,Lower Than A Level,35-55,0,N,Pass,-108.0,241,5.6,30,25.633333333333333,0.3333333333333333
CCC,2014B,566715,F,A Level or Equivalent,0-35,0,N,Pass,-24.0,241,5.173913043478261,23,14.565217391304348,0.25555555555555554
CCC,2014B,566871,M,Lower Than A Level,0-35,0,N,Fail,-25.0,241,7.260869565217392,23,27.73913043478261,0.25555555555555554
CCC,2014B,568047,F,HE Qualification,35-55,0,N,Fail,-186.0,241,7.454545454545454,11,26.545454545454547,0.12222222222222222
CCC,2014B,568084,M,A Level or Equivalent,0-35,0,N,Distinction,-150.0,241,3.477272727272727,44,11.863636363636363,0.4888888888888889
CCC,2014B,569080,M,A Level or Equivalent,0-35,0,N,Distinction,-122.0,241,6.555555555555555,63,30.238095238095237,0.7
CCC,2014B,569108,M,A Level or Equivalent,0-35,0,Y,Distinction,-45.0,241,5.612244897959184,49,17.387755102040817,0.5444444444444444
CCC,2014B,569342,M,Lower Than A Level,0-35,0,N,Fail,-131.0,241,5.0344827586206895,29,7.724137931034483,0.32222222222222224
CCC,2014B,569609,F,A Level or Equivalent,0-35,0,N,Pass,-130.0,241,5.75,24,20.083333333333332,0.26666666666666666
CCC,2014B,569712,M,Lower Than A Level,35-55,0,Y,Withdrawn,-101.0,241,6.142857142857143,35,30.542857142857144,0.3888888888888889
